,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0,3.2975183638602568,3.295895170665858,3.2986427420534534,3.3033125593234267,3.288116235174868,3.2922771801491315,3.287477400369966,3.2835544610322156,3.2776367944621634,3.2915284420173014,3.2956330001457776,3.295940836848077,3.292378234733373,3.281397479431374,3.2962983324456294,3.301540378507534,3.305637077512098,3.301791172609219,3.3003783005364236,3.2993897601347566,3.3029242831884766,3.2982123236355396,3.2941043414703253,3.297244142365758,3.3011339290820887,3.3013284789976343,3.300308181259229,3.2997100559330588,3.2983938438276,3.298826063165166,3.299481683016728,3.297501625863558,3.2933706996116774,3.291826120359958,3.2922420901576714,3.296152595641041,3.296514478216998,3.2936358361801368,3.28980391946873,3.2994602659904935,3.3052266409897086,3.3002782626256004,3.29816958978952
1,3.1744926359905663,3.1763837443465333,3.2498511167471964,3.1665137458349677,3.270499422264697,3.1989447167491285,3.260401291188251,3.2011895063824154,3.252063970827275,3.2372315152283804,3.235479943914879,3.212802187514615,3.24686143335519,3.221085934451765,3.2337817917645593,3.2519726201932553,3.246968091864189,3.2274180199405746,3.219980112733849,3.2128611281473245,3.2113124109838904,3.221885271460691,3.2223489689321205,3.2342913065180006,3.22792369883326,3.2318873105079757,3.2549823626766834,3.2548865389100765,3.2490621851160957,3.2256563455627014,3.221311173492628,3.2212193997573144,3.2207362032568128,3.2171550081699483,3.2295582719194336,3.229603953916831,3.2440046489581857,3.2462224686662475,3.220155954519547,3.2568676684022204,3.2575367477612844,3.1879350476659223,3.1838229796773283
2,2.9881299405001527,2.9365318724471554,2.9521761323738454,2.9365318724471554,2.9508490594924752,2.988683208066157,3.004220862928423,2.992957963072697,2.9898032723181585,2.9840921525667548,2.936685305125416,2.949669890523924,2.8996501228093066,3.0217264998173166,3.0264628644566063,2.9866564055164657,2.9825654171134,3.0352710639042075,3.1259736296552627,3.1800027180407597,3.19958186808856,3.112923144075375,3.1203487455527514,3.1243753044440425,3.1254219459952925,3.1894615246641247,3.2041586090325724,3.19168720462009,3.18723194286105,3.202555647690117,3.138352659772689,3.1866667708818146,3.172225826833714,3.1165162094040193,3.0185541546959405,3.097682153480221,3.0696409087163374,3.156083202344198,3.0332040045136375,3.038400632483656,3.028371864139153,2.989945298120404,2.938328462928781
3,3.144608196402787,3.144128129062998,3.1363553953005674,3.1412808523976805,3.135929659702036,3.1379694513656324,3.1436443604123645,3.1241787513919537,3.134321619339728,3.121116738071688,3.125912712882153,3.115109165682966,3.1327826255005213,3.136114067650052,3.134862948339607,3.133583604761636,3.1157676043110527,3.141688052129814,3.143725792743159,3.1484496925676835,3.1433898500734623,3.1405625800086265,3.1405625800086265,3.140474819662728,3.140474819662728,3.13591261785608,3.1307227631378676,3.1477580846181756,3.144796117226968,3.142042745683992,3.1391695359116762,3.1400475906934,3.140878116360186,3.1375923973122446,3.135369358258877,3.1307293787121124,3.128706001634763,3.131552262744633,3.1331654942958846,3.139085451237808,3.1333781714684825,3.1272970946893435,3.1380192409254253
4,4.034145185123741,3.9980891124897413,3.993818503399254,3.9932424873428154,4.03082551545826,4.036968759896658,4.022386700646334,4.0328392172935414,4.049377080666718,4.019078071467256,4.028646478098087,4.028462682076883,4.029891946944861,4.010504552389502,4.01775270141907,4.0249642771700485,4.020845462815406,4.02060485569833,3.984117712687464,4.023881801941614,3.981836233689247,3.987220130136682,3.948689577944185,3.974586437740384,3.9798233771607086,3.9927257917053156,3.995344362510175,3.9916026294318376,4.005183675897729,3.979216613293471,3.9704135360138317,3.9462521664643324,3.88674714188965,3.9552266913047807,3.922939045304792,3.9899043021054013,3.9944649650602955,4.028723983600482,4.028763352963732,4.062646305124701,4.004225973435682,3.9959405590501658,4.031732673270517
5,3.26159766163119,3.263996082403264,3.2644106268149518,3.344896217420221,3.3378018148262525,3.406769834810409,3.404314890839839,3.456989981256512,3.448288274449941,3.449571073228299,3.5070002608008135,3.5134977616462906,3.500745619255824,3.437896134425209,3.374546078240879,3.390905560267359,3.5180575129483667,3.513677634252341,3.5159681353684387,3.521319477137097,3.5124923910776524,3.5631256890192953,3.622150694774284,3.6132411499508654,3.540306396987986,3.541847375885229,3.5386659983502056,3.561195586436641,3.5479392634802656,3.6168505983850117,3.5958142234145463,3.6101370097808263,3.5023688897313616,3.4117419688941446,3.378513970938409,3.3054910219595546,3.225287751716203,3.2248876865431053,3.2201936734335614,3.2396060306775625,3.1649576243254436,3.177897031511398,3.2594309615679387
6,5.118164811948802,5.107582327734331,5.110383496227916,5.116129730661992,5.10720321235465,5.114374461183363,5.092227006782901,5.1005994572728195,5.098552448233091,5.105685403432277,5.13068746731852,5.121478132103947,5.142135238457325,5.119617750381892,5.121001185221925,5.13259399382602,5.1305851009778145,5.149621257539357,5.139499581971837,5.1517107485867495,5.152227505259531,5.145865260166515,5.1433034068034065,5.1194756907906225,5.116420548977167,5.129494919030046,5.130808788166938,5.137624576671899,5.154408196220665,5.1563816846729225,5.1571138047452205,5.155707520049738,5.140931778957482,5.151828709689722,5.151996571735324,5.156300372970818,5.162978368161092,5.161938624139442,5.118642103088309,5.120020417242172,5.123065238056421,5.11884986441878,5.118520319790957
7,3.3140151795573365,3.2155321306166766,3.2379036457777657,3.2416171661227406,3.2987179092619154,3.3147636049945572,3.3183843726559825,3.245083845071127,3.2269480143258398,3.3373457637377815,3.344456035167032,3.355457909393837,3.35622835520761,3.3096063748047015,3.320320915952285,3.3473365758446034,3.3513826223081824,3.3403368362696604,3.348711889664336,3.3524570664886277,3.336434902914366,3.3166112592949237,3.310375700236724,3.346929105798224,3.3447194220015244,3.3453141122545085,3.343627469094012,3.3540408629905323,3.341793769299808,3.3481369627090163,3.341414602129447,3.347120993944213,3.352305736112422,3.30367566341608,3.337348069924657,3.31422999537105,3.354256482684656,3.2776989990021765,3.3534841896899263,3.3535408964964413,3.29859950499176,3.309361300816967,3.2941664298877606
8,3.9010898185523875,3.932389746863003,3.9591257605881665,3.982329063596245,3.9507247097586475,3.9743190849335805,4.020279266846108,4.0152170584268,3.984304808997833,3.986278119009765,3.977741542257198,3.979459805150687,3.9824675955390507,3.9761444802425783,3.974048385147692,4.003920601472294,3.9759052392794696,3.968613169831176,3.9156381187116405,3.974428249492697,3.956452592987136,4.025351581783514,4.0195871586209915,4.016697449696536,4.0215089977610825,4.082819742532854,4.06071232222504,4.0344044817798554,4.020811325661502,3.978880040772829,4.015536660476741,4.035702430831762,3.961741500179168,3.94522814050814,4.010057527297084,4.022153080833504,3.9835359992978923,3.9449785031788966,3.982620314889967,3.9174848980674395,3.9349941019246115,3.951296448661427,3.9083834596937033
9,3.9806658615730446,4.068783209297033,4.076932351671127,4.110913407836499,4.081165238842564,4.092234362451614,4.208760906634448,4.211946987195539,4.160570693064829,4.147666299385178,4.213674793644793,4.153583341461256,4.155760244504552,4.171153392910365,4.199253987060595,4.175214094981247,4.17739405638435,4.1901279464202394,4.198797722058989,4.164593810211434,4.228203597725608,4.263888633514715,4.234486043489451,4.185923760992933,4.155523494885212,4.136153450509134,4.124440378267876,4.137008063622029,4.0854202579188765,4.069167123701553,4.072920158977382,4.071263513136108,4.118109795874946,4.126237073221569,4.082131422221551,4.105397734710672,4.0504501843926946,4.018725174571869,3.9739676763073613,4.056674252421157,4.094714273394616,4.047099230279553,3.953402331536684
