,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,3.272134851952885,3.2468555488810935,3.2410503325292526,3.2328559819550517,3.2352109151075483,3.2338960512540007,3.227964146891866,3.243182318453349,3.2761647724432303,3.274381667507437,3.2381801326571837,3.2402523081678516,3.241911467280924,3.2406738664786685,3.2356522550302564,3.2339592431095303,3.248524005982899,3.2790329080138023
1,3.287794673934333,3.280547699243303,3.2446484361254524,3.290624736763811,3.282615540999128,3.242871215709788,3.2842509470548524,3.279035325900223,3.2459014772478265,3.2867798486560034,3.2860431166849593,3.2493302198949063,3.2839665891899177,3.281439601250919,3.252288274181843,3.2898618548719964,3.2753829397214465,3.243230283415729
2,3.8955181896034707,3.9044639658402307,3.879678005901334,3.8968137664220657,3.9051511267826973,3.879198206054456,3.8973808693518164,3.9045843975661305,3.878724640215863,3.8955181896034707,3.9044639658402307,3.879678005901334,3.8968137664220657,3.9051511267826973,3.879198206054456,3.8973808693518164,3.9045843975661305,3.878724640215863
3,3.0266412013762563,2.980472903111189,3.0200795340860127,3.0640624156557394,3.0260983144868203,3.0675967736382708,3.0116105928235606,3.018145616251612,3.108773954720748,3.1109829451770454,3.0183610981343527,3.0970213561239284,3.098567708312682,3.07477497586202,3.0538359843425242,3.1021038655520883,3.0708042026696205,3.120974744759226
4,3.677109511891894,3.6188255282887467,3.6607557620215125,3.6230287023214736,3.618624415472397,3.6519646573255127,3.5615851338058255,3.5745432458932225,3.568498219484263,3.6623946644100474,3.618555164767947,3.7075131115444213,3.623686066660331,3.6294876192559125,3.6563674672242983,3.566685633039733,3.5766659986553497,3.577934734758525
5,3.0959496595826392,3.094938685907513,3.094911611238804,3.0973446314257163,3.094438827788179,3.094398561314528,3.0963668119333274,3.0985970987090767,3.098035131429685,3.095273906154533,3.09461913472407,3.0908824330347096,3.0971891356236347,3.0984900023882487,3.098387278983239,3.0985908064314933,3.094438827788179,3.094398561314528
6,3.412314173162854,3.4774835852966635,3.407993063281449,3.5098330003983844,3.476582956838958,3.460643246919028,3.4092191530144076,3.4773597497502546,3.4089429115711285,3.5131015744279144,3.4771373793317446,3.4694135206394123,3.4090024611931997,3.4748047481754067,3.404411291238136,3.5128574493668414,3.4771373793317446,3.4712788110573465
7,3.2215595477422942,3.2215595477422942,3.2366981202230565,3.1331958118708743,3.2115320212143965,3.2279958690755857,3.2134253117275393,3.2123759580733893,3.257493082550035,3.27325183682638,3.2730740482185574,3.3459052477115905,3.2718572351477997,3.2759253162607815,3.198437665694998,3.222377365156745,3.227436679018971,3.2047603294965326
8,3.1744770437069465,3.363658849389608,3.507846126713977,3.456033134725513,3.3154835513089105,3.38920984828904,3.4560726454547797,3.5196238922320346,3.5158389414709226,3.237914427987487,3.1385887232726533,3.1436425019918817,3.145296834286974,3.355834751522761,3.4271569500995724,3.4452347441748454,3.402370197207709,3.4054290361307813
9,2.365311604280538,2.281439079932979,2.3477247043475984,2.3642922784102542,2.370323165562393,2.3630333483135204,2.3672478977548916,2.2801237107874037,2.3487979932558445,2.365311604280538,2.281439079932979,2.3477247043475984,2.3642922784102542,2.370323165562393,2.3630333483135204,2.3672478977548916,2.2801237107874037,2.3487979932558445
10,2.8101843666676465,2.812899130636171,2.7540181638878196,2.8490258282268095,2.858302028971583,2.911713981206367,2.8950982574544835,2.910866826768135,2.9182862374245664,2.910294950332255,2.918070199540316,2.9169678303660302,2.9141932267552537,2.914969824468479,2.9208954368126485,2.91995669156906,2.8568555949471595,2.8153488192736646
11,4.016191517556046,4.019000830598636,4.016189338430948,4.0147876242660825,4.01500536095716,4.018212309504268,4.014357870243235,4.018285314628196,4.016691700567182,4.011613337316307,4.014826748633829,4.014006105292701,4.019609006781867,4.02294323442025,4.017361361820979,4.015059834203121,4.0163516094843015,4.013875125109468
12,2.811263839192468,2.8085193059659,2.810523330908468,2.8119475729589105,2.812286623232677,2.8090245241092644,2.797160854586254,2.7437003183051005,2.743177099069501,2.8045338003170746,2.8105879841884605,2.8584509247768097,2.862287025769301,2.858324490559261,2.9046312114506754,2.793178582447582,2.746810962707018,2.8143075969571916
13,2.676555112177806,2.6831986960237137,2.6769553553659233,2.678332644978991,2.689281573460917,2.694087438344728,2.684076922719862,2.6960708582144184,2.6769553553659233,2.6803856649606894,2.687369188694813,2.6926031178690133,2.6831796567102306,2.6909384911581133,2.688174088437842,2.6872860586107783,2.693369793643801,2.6964007615229706
14,2.7422267157509506,2.740637095690758,2.741749073110938,2.745672048503672,2.8049288271485566,2.750783071656494,2.7428875285112566,2.808661870865839,2.7500306294047316,2.745672048503672,2.800574861118113,2.6822417569394057,2.741087240371924,2.803163107392402,2.746748642926844,2.746748642926844,2.802619314140356,2.748186632174227
15,3.3365243867522922,3.3368061674793648,3.3115899182600215,3.32337989146466,3.312996796835669,3.3262885332375016,3.3241152406428647,3.329908230534519,3.3298966165918062,3.324368471661003,3.332409674812896,3.334766997515368,3.3279732825868176,3.3199055168316685,3.322382749165687,3.312889066612254,3.327927609232319,3.329781925553658
16,2.997570130313543,3.004935492591119,2.979130026932298,3.015917800924493,3.0780206066524416,3.049198895569196,3.031710852786044,3.227912627009865,3.147068342923768,3.206078358135346,3.246374836553761,3.231457969734139,3.2114652293529,3.246378034172132,3.2458237815818114,3.2162519398903178,3.1957126706592542,3.0713134750114586
17,2.9778378139374473,2.9753362869112396,2.9766956501134225,2.9824268791053563,2.980787162498775,2.9809718929521245,2.981219542528007,2.9811353400914364,2.975839959021827,2.97565289998825,2.9756889706153307,2.9717100350329915,2.9802732736549014,2.9753362869112396,2.9781656098965597,2.9790160483416206,2.9778378139374473,2.9766956501134225
18,2.8740292652282378,2.8737516180495675,2.87466629043059,2.876586931826818,2.8728425568755047,2.8752852762179995,2.8756059267835696,2.872900362331458,2.8737516180495675,2.876586931826818,2.8752852762179995,2.87466629043059,2.8747586208114093,2.8728425568755047,2.873228100957109,2.8765163444885724,2.876586931826818,2.8728425568755047
19,3.216477014937569,3.259595965210867,3.2624937399652243,3.2413543372942093,3.2728461263857445,3.2395585943429785,3.2275027575133937,3.2661684295401514,3.256551014851033,3.238227874286905,3.2753414991365646,3.2412332918815556,3.2272013540209494,3.2655316824064133,3.2675493600529575,3.228752798936937,3.2623391253552354,3.233251494002707
20,2.9018706922815225,2.904956329596349,2.9104009907046744,2.9063598979850576,2.9124340760331915,2.905864180011093,2.9093759068424103,2.909478673890411,2.907089554244446,2.9018706922815225,2.904956329596349,2.9104009907046744,2.9063598979850576,2.9124340760331915,2.905864180011093,2.9093759068424103,2.909478673890411,2.907089554244446
21,3.0349498875326315,3.0200654742252806,3.034577889989095,3.022589317901194,3.0265503196954957,3.020326761838369,3.005590436223326,2.9263226963852826,2.9245263260319345,2.967067635998814,2.975577668265386,3.0204842215642786,3.0232542370508315,3.072256257715231,3.117252078010978,3.007720505009165,2.98375639909794,3.0274243613968226
22,2.8552674911955904,2.856568037439817,2.848849087833425,2.855323678718496,2.855502598200794,2.840077370193827,2.8475873912564356,2.8482977392441438,2.845173834337474,2.846524201478234,2.845674718911341,2.852158460944249,2.8560231576824098,2.857824425879385,2.8550083031548015,2.856369122823844,2.8514328772203883,2.854713448302013
23,2.838106682644227,3.0469695157996037,3.198639816863045,3.1274413628319087,2.925614685864276,3.0412232037087574,3.1312207400501992,3.2240910610021,3.2168368364830897,2.9729152010619506,2.7354606365374377,2.845967599357673,2.8514150811378993,3.045650947550369,3.1464924742939226,3.1166983064559712,3.0084569509302392,3.104628394300106
24,4.0759381033400075,4.078702924386487,4.085453012112787,4.086970460227584,4.081604963385543,4.086934207342746,4.074121906891215,4.0818882693631995,4.086047285856755,4.083848331918491,4.084955012662522,4.087840408859201,4.076646438653665,4.081223901575367,4.08342954036694,4.084924253810907,4.081671135288278,4.086730550111259
25,2.8042143547898206,2.7414913257579627,2.7981286726415187,2.603864784701441,2.7991217038790683,2.654228496271029,2.785908762065358,2.7886391970542403,2.736925268056714,2.747458991461478,2.7419417854771746,2.7489173326573337,2.7987719437532155,2.7513743648699722,2.8031925567910805,2.68907595219582,2.6768830566210595,2.7520098012089678
26,3.370640530110003,3.3741840246690473,3.377955031330674,3.3708477349384185,3.3765597845281947,3.379015562651842,3.3771541742053817,3.3763309669608486,3.3763196617872198,3.370640530110003,3.3741840246690473,3.377955031330674,3.3708477349384185,3.3765597845281947,3.379015562651842,3.3771541742053817,3.3763309669608486,3.3763196617872198
27,2.959506601996417,2.9527888483367026,2.9543397882575135,2.956732226263518,2.949711095408665,2.960510236745875,2.9561014888695953,2.953188878959662,2.954859170202798,2.952116998624758,2.9538517366123163,2.961340772819348,2.956598238516825,2.9538517366123163,2.953357520166662,2.951212779038016,2.952522150184107,2.961855472151035
28,3.281199839552653,3.2784117562046964,3.280218724110483,3.276648210377091,3.2790280183845977,3.2676064159781664,3.2795213905583784,3.275313328724547,3.273413991541093,3.268604511869355,3.267591007879304,3.2636905218478365,3.268453920546489,3.2675972224318235,3.2762332272029537,3.272971038595574,3.273460130453131,3.2756999546547663
