,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,2.9722697725118485,2.9749041265023735,3.076448493092376,3.076448493092376,3.0667827949364606,3.0586839992349772,3.0647442050572025,3.0444389116113544,3.070084351390129,2.9482375988470455,3.069491113520745,3.076062165645126,3.06721595539133,3.070084351390129,3.062050786247128,2.9711370963617583,3.06135837735188,3.145383656111534,3.1539736550951143,3.1483542555041706,3.1376348403887087,3.0842022946889114,3.149724758878969,3.231982744277023,3.1316697993277,3.1807935951488533,3.079723066669735,3.0099804695805923,3.092916906694714,3.08631251691461,3.119777314932814,3.0464957772726713,2.953163579358109,2.843252966241197,3.0412232037087574,2.9305944889691737,2.9388969498753648,3.011032657770708,3.056853977660815,3.1434470815029787,3.149724758878969,3.1503531585520617,3.0647442050572025,3.159808060587687,3.1520863565696304,3.06721595539133,2.9637946905807717,3.0653446551269874,3.078163126745881,3.0675584741587327,3.0582538648339845,2.858134534631252,2.9487265372786204,2.911252556528005,2.9107918927310905,2.9650843299481897,2.947931812436569,2.952617240561547
1,3.376900770068362,3.3718323780042967,3.3694202087932044,3.3671771706357574,3.4508631838566917,3.4630400959225027,3.489767467800596,3.494728743461725,3.518692167745623,3.5169919644657743,3.538449815032252,3.5382353210789637,3.550007332438335,3.5506133165076865,3.5007980983913267,3.534569356210785,3.540817814987282,3.5449011827621932,3.5298981869097625,3.530179642226374,3.520230037928215,3.529568008471586,3.5274383526290523,3.5339678262832988,3.5230396270766686,3.5251327327050763,3.5324855007615037,3.528342231153294,3.5275243396376115,3.537997713461557,3.535961983701207,3.5296390677562135,3.5360430432625107,3.536295647018818,3.544424884974146,3.543321438203297,3.549913813123504,3.5428915315162364,3.5459488735173665,3.5513867709805056,3.5421285598225594,3.5403134010882873,3.5331459919591053,3.5400430815870974,3.531520941842598,3.535512498674633,3.540058789426454,3.5473740120146218,3.5439881567866323,3.538548457632529,3.514488437233212,3.476645174690905,3.5227202679545626,3.5272817465787805,3.4270256877460703,3.456513180097562,3.4570365563478602,3.4380174936068837
2,3.0976794197805,3.0961105861418665,3.097512307684499,3.0902414099220135,3.08411613707702,3.0850208235871057,3.084969622483786,3.0746100044916527,3.075014984705072,3.0747434331188077,3.0809355454126948,3.0917878109150614,3.0770653984911767,3.0850069625448806,3.101422066345558,3.099225087235271,3.0969091758649765,3.1031423029703102,3.1014645675948165,3.101530681005846,3.0648404523261674,3.066727664835832,3.0900610253597893,3.082267181343975,3.09860341048624,3.0442723937316414,3.0536872631909926,3.0545418361529317,3.0637756437911534,3.0637756437911534,3.0615372188952774,3.061033097617289,3.1195275472609008,3.122209790511899,3.123412685887703,3.1233976948417226,3.195529886625134,3.2042781524117907,3.269768014583991,3.2785174792428995,3.305563779391651,3.3117429066493873,3.3635808156073828,3.359793711588283,3.425614789242324,3.3340962334491597,3.3879085020293145,3.413496121136978,3.42888341707767,3.3688565264445565,3.4247705462869136,3.3923190836758583,3.356366725416395,3.2540564881569525,3.295623810761675,3.2965286960142928,3.2128674757960956,3.149724758878969
3,3.7351095820657583,3.6990413336696406,3.797267050912121,3.7674048952642196,3.7467848196736195,3.77688924386677,3.748693561518938,3.7704995586083005,3.7219547132833823,3.802373912780943,3.7603742098871265,3.7625096755422893,3.6752214772851275,3.821907611196272,3.8106131794841316,3.821266559323958,3.8626874477303383,3.827597797014114,3.814141284025597,3.809249190656301,3.940624632825386,3.8863611891567187,3.9166534702362386,3.907489506901655,3.848279129398218,3.926573659826114,3.944921634183981,3.8797429745677148,3.940050485030093,3.9330087984704565,3.9147636877197334,3.8466323114735617,3.8677167234064935,3.8181161522087073,3.832141148764951,3.7580878188396936,3.8803340272360236,3.8927581394870474,3.892770117079393,3.8931635095305146,3.8610477779974506,3.83215414683277,3.834814956467092,3.8967198399237986,3.9158281971984708,3.8787490247325387,3.832644672779433,3.877681946771708,3.9200915257457316,3.9332605590964995,3.819271753593136,3.848558482188775,3.7791694734802563,3.71094690415398,3.7015290842797732,3.730773534165827,3.6808097821811794,3.6880590737262455
4,4.121582316939171,4.171668666659564,4.202745510405551,4.225794191257364,4.231497200576602,4.279116447210295,4.26275390152015,4.2690940570548435,4.238820977112614,4.262148077944954,4.259415474071901,4.233807544379922,4.249531640409143,4.213934668213028,4.183452640885399,4.248316701530499,4.253663704001738,4.246693669753343,4.193444934457418,4.244016116140164,4.267828417029641,4.278614526779936,4.2837368660185,4.276249156147546,4.275523160345839,4.272110444933794,4.271424180324015,4.253905673784285,4.244025233214203,4.2259814151271335,4.249886670620704,4.271809682409339,4.243887929082934,4.208207906542317,4.211685110043117,4.208134771392681,4.205363277673576,4.144916684980304,4.177342757823213,4.142221430262113,4.121068785063871,4.179966609673995,4.158988819900882,4.1906368208685985,4.191614682727362,4.2076588702840265,4.197663187905466,4.196198695368328,4.198057891955009,4.191516592231003,4.227176204845995,4.226603850951693,4.223540430261064,4.249321568676641,4.257346672342738,4.196251519988303,4.199338101149564,4.163399884561073
5,2.3783386489352956,2.457901629470559,2.4647099508896386,2.630439405422729,2.4639479878282216,2.6256910265317783,2.6066637592690167,2.619097826133605,2.7306072636643615,2.676704996669803,2.697113559515772,2.814022251475491,2.6768552138479196,2.6817100142127703,2.6742705963210947,2.619402546693748,2.6903747702057648,2.5388337325645183,2.5511470365324893,2.5449288088288258,2.5365671345876626,2.45205862323027,2.518816998936978,2.537148696734412,2.6063198774243785,2.669096582240237,2.748561880861402,2.7621092048261735,2.6903747702057648,2.3783386489352956,2.457901629470559,2.4647099508896386,2.630439405422729,2.4639479878282216,2.6256910265317783,2.6066637592690167,2.619097826133605,2.7306072636643615,2.676704996669803,2.697113559515772,2.814022251475491,2.6768552138479196,2.6817100142127703,2.6742705963210947,2.619402546693748,2.6903747702057648,2.5388337325645183,2.5511470365324893,2.5449288088288258,2.5365671345876626,2.45205862323027,2.518816998936978,2.537148696734412,2.6063198774243785,2.669096582240237,2.748561880861402,2.7621092048261735,2.6903747702057648
6,3.1501744292290677,3.0619752070791884,3.1429637334437563,3.194859750809414,3.2970649615655896,3.3164747186556904,3.337519942058306,3.331147501002201,3.3732435884588554,3.3715146152171696,3.3762127348104016,3.3810685435930496,3.3437675925965156,3.3669990937149823,3.3674037123523455,3.3590197722278683,3.369570477057296,3.3651876886675924,3.3646281406275182,3.3501016304423077,3.350179207995821,3.351136795568755,3.3553080878069172,3.3482920046487403,3.353990146873903,3.346072808348644,3.3160146712107306,3.3125380979461334,3.2317909091991774,3.205451524762067,3.213616762629382,3.2068998981188326,3.2062467863667905,3.21077207726523,3.168876157624624,3.1688362598232254,3.175432875372586,3.1759458476073643,3.1809650180668054,3.1849736192742437,3.2203468961100885,3.2261572085939063,3.2946455699951,3.29580554170997,3.3042785572410382,3.2880525398643425,3.2975321647603892,3.300963524123601,3.2944907176036278,3.375654029184594,3.379593978798175,3.302705105100634,3.292431819393448,3.367779964783538,3.3212308978787313,3.226978973863001,3.224171305407579,3.1975045349109403
7,4.575654290512529,4.592473798985232,4.593791121858713,4.616557526917175,4.631144262199106,4.608902302345566,4.6128459098712895,4.625923268822145,4.580408687708839,4.615140331849356,4.597659550770031,4.5906611957173045,4.555621761669563,4.5514866134888585,4.553443293459993,4.556479718432467,4.577294877731655,4.594187786928483,4.593007908882078,4.588703052137267,4.589801203091434,4.5794879162658875,4.5797507967919895,4.578553953989969,4.5594758369197255,4.562351138209566,4.562359592180264,4.567871246825994,4.584270154802251,4.565859203921992,4.585631114341949,4.585858179765548,4.603897964947089,4.6332228603511965,4.621735514567773,4.615069827999985,4.637970306909607,4.591991457171289,4.614439905418478,4.5945673313748525,4.5894626629936965,4.55572875171002,4.536490815644523,4.547947735505227,4.54940484345858,4.56113663309873,4.580999732941089,4.583871818672101,4.549011221605486,4.58391982321085,4.573828698265707,4.555832957627225,4.564729149813965,4.561792060220919,4.552665044815553,4.55890545276387,4.570230399962516,4.578285016217956
8,3.595717858247477,3.594336373775955,3.596558444260954,3.59583009969378,3.642088311754316,3.6791754702952293,3.6760359684208392,3.623910162396155,3.6518007865112434,3.6467920811200463,3.652058555303073,3.5897857423217254,3.5894930297885645,3.58987822241739,3.592225449821947,3.60306882187926,3.6505329397433823,3.5946630775008916,3.652110354453442,3.6464739113708466,3.7017177094247975,3.737198086095665,3.689666965380934,3.690634519306002,3.743784590398094,3.661206048250482,3.7004992942701893,3.6475948509467875,3.6422116397441986,3.59332461902535,3.596709757795266,3.594174912336059,3.5982120955101173,3.6392834575680473,3.6813302904209366,3.6738494618935817,3.62107280832989,3.6495560026665803,3.649028785965527,3.6498416198281487,3.5945254402909077,3.587495814245176,3.5922828680198697,3.590165180667349,3.6055167242523334,3.648258393720528,3.5979648419742536,3.649075331580067,3.648099871318479,3.6977525406366025,3.739262699679533,3.692589507926844,3.6927989303426063,3.7445937046323916,3.6601235003869044,3.697565798349059,3.649825282230303,3.639936828589253
9,3.027840159815647,3.19483673030206,3.176583333740451,3.181039783991331,3.181926347460303,3.173585795689556,3.1767672602490675,3.1814015341272577,3.187160849291029,3.187160849291029,3.1832496762421627,3.1754761797017172,3.1754761797017172,3.1749384873952406,3.1719370284904658,3.1798221445550694,3.174934128175928,3.1825935875025486,3.1731990635070897,3.1679106404117374,3.1632392731892724,3.190373558003653,3.198426397828272,3.205806832176643,3.1988440054577048,3.187727164745588,3.2024869838700223,3.2050427193942843,3.2201811234904323,3.21370073356352,3.2048765099463523,3.203497388294922,3.2113702693982695,3.215433878764567,3.2145728617836316,3.202053550720123,3.2091084879201817,3.208415421493476,3.183398683452391,3.171158025181108,3.197112616212061,3.190763507902947,3.1755938072113974,3.1989282279025795,3.121888807010734,3.0863939555941213,3.0787205195727854,3.0871553496086546,3.1453415530011974,3.162836670961636,3.0808196942760397,3.139335720060653,3.089054677574981,3.15591044749985,3.170642920323455,3.1761824529862066,3.0964962491935317,3.166656881134206
10,3.0976331415767864,3.08780633240621,3.0928580524267386,3.1755633970363197,3.1838949089525777,3.249295551290329,3.171698802921886,3.225386311712499,3.1783072152509035,3.2376783730614562,3.0674419496619625,3.269085274538437,3.255194339448514,3.3111906373379414,3.330821341826784,3.3273373280842824,3.3344891542684434,3.3267853856569016,3.398440993170081,3.3364157095318885,3.3505236818567403,3.3821089334483503,3.400402519479502,3.45610625738363,3.510611179451429,3.3329342577279633,3.338016743771754,3.2438590910293827,3.1867576988104216,3.0985425540158023,3.081362527070683,3.03026253377349,3.0235837855820185,3.024913547519647,3.0997700783958355,3.108743669711449,3.100538926991692,3.021621265412769,2.935765112387382,2.9092963834768857,2.813782196436014,2.817067917461428,2.9213294661499902,2.905489903137336,2.816134655269843,2.890843878646849,2.9324839971056162,2.9218470268243832,2.911104826889647,2.9350663246949424,2.9053788560284635,2.8733064253889395,2.8706463769243884,3.0010792664055588,2.8987236362331745,3.019690962788016,3.012967958106137,2.8949938296994704
