,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
0,4.0839788781685,4.080110680944228,4.065034638048306,4.095911518110245,4.126904206051741,4.158191894844801,4.158547562969941,4.130786188877876,4.1815599722023356,4.146496762449626,4.175047710215424,4.16436292864101,4.177369310450268,4.1769206284906755,4.154788486086036,4.157063928689103,4.154181330094984,4.1463205151000455,4.109100191866074,4.117459316921474,4.144078590385914,4.112131789486151,4.14329704637527,4.129813222446509,4.132029572177712,4.130140026541816,4.131579418303681,4.1389269241816145,4.106151611852147,4.086360437469101,4.073476349750416,4.120182617567871,4.1421044978824595,4.144065033683713,4.14260077409564,4.150059250525645,4.150298846759547,4.137506633342232,4.132919879577962,4.132145306070796,4.098906727983514,4.081450349706818,4.0874851756293396,4.0938816435633765,4.075111896738992,4.0814107189797095,4.069799982957827,4.087434043210094,4.0583885909670965,4.0376586680267375,4.033680910304331,3.9983757919977694,3.975679684591452,3.9474079088802245,3.948347406705035,3.984469062249691,4.031845711337899,4.0752641303052055,4.077442966729186,4.137057526940039,4.11855379622002,4.1516770914383665,4.119965450460295,4.116144661030847,4.153034909120867,4.11733387079812,4.148674536425575,4.14949033655686,4.150059250525645,4.147310766112332,4.145418201909524,4.136592609809721,4.142690365471695,4.139825617595122,4.142500764341541,4.177754640447785,4.179913738939868,4.175367676786907,4.138536579320268,4.1148404828830945,4.116923756487233,4.116585234962069,4.1533680054073345,4.141947642841081,4.1730562784683185,4.157235174293678,4.142263522245742,4.181501894803613,4.185606340895978,4.149059406817561,4.1837776504035435,4.1538356852215665,4.157019603193568,4.148374756364672,4.180436282510752,4.215803810439547,4.149290990905816,4.1833824017683785,4.187037513049227,4.2106937096129196,4.160667294462364,4.154783877766612,4.1498250869784306
