,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
0,3.3402416851225096,3.2720750392424,3.3952630790574707,3.3991785954485914,3.3970968741835135,3.448423637007535,3.4111121825002315,3.3399945592814495,3.3334857733908114,3.3350645192113477,3.4015328534537073,3.3951557875029637,3.399063687130232,3.451936425755401,3.4006806442831743,3.335805726328564,3.337470249627976,3.282462639617936,3.398142812821095,3.399908617399648,3.391269691632177,3.449285809528494,3.4127813066394843,3.3350204265786942,3.34009392522149,3.2712985134165917,3.39642118486383,3.3988178078991798,3.4001811486725986,3.4483242177601037,3.411115573273959,3.3407910421672047,3.333372583938137,3.333993838543032,3.402609772098456,3.394003945433366,3.397184288329753,3.4525628816159712,3.4048092869106314,3.3381110558222042,3.3392409802324683,3.282210422254642,3.399062931614873,3.4034015693799535,3.3931624340848217,3.4508071964608935,3.4125745838322,3.3359102606628563,3.3402416851225096,3.2720750392424,3.3952630790574707,3.3991785954485914,3.3970968741835135,3.448423637007535,3.4111121825002315,3.3399945592814495,3.3334857733908114,3.3350645192113477,3.4015328534537073,3.3951557875029637,3.399063687130232,3.451936425755401,3.4006806442831743,3.335805726328564,3.337470249627976,3.282462639617936,3.398142812821095,3.399908617399648,3.391269691632177,3.449285809528494,3.4127813066394843,3.3350204265786942,3.34009392522149,3.2712985134165917,3.39642118486383,3.3988178078991798,3.4001811486725986,3.4483242177601037,3.411115573273959,3.3407910421672047,3.333372583938137,3.333993838543032,3.402609772098456,3.394003945433366,3.397184288329753,3.4525628816159712,3.4048092869106314,3.3381110558222042,3.3392409802324683,3.282210422254642,3.399062931614873,3.4034015693799535,3.3931624340848217,3.4508071964608935,3.4125745838322,3.3359102606628563
1,3.6321449998992867,3.637919312419981,3.509410415936173,3.556516327590876,3.3932485397890972,3.636852560974688,3.6657056320861336,3.670421311119816,3.6031918632287634,3.6185341432706717,3.4858062389745075,3.5323483570388285,3.380441056327785,3.6267213875858473,3.6592091165050813,3.6628360960530926,3.6044949578411405,3.6040037232976694,3.486328581399315,3.521556226293359,3.37737148553913,3.630805867416937,3.661103380486577,3.6569377108909817,3.6094772422333326,3.604523954805233,3.487102288313091,3.5303548826758235,3.3765108072450225,3.6297579263858606,3.657212856122229,3.6716066683627373,3.6140429264228016,3.6253609862208562,3.496970163072754,3.5420256959635177,3.388853229380291,3.6329693684634567,3.660399874556043,3.667472369447572,3.6135772672080275,3.616715863804623,3.4930158332176617,3.531567243848128,3.387614785124062,3.6240690941377287,3.6552702642918664,3.6553875379642404,3.6033273564494097,3.6113188564257026,3.487635484312786,3.5263241331948167,3.377001542299442,3.635033553174012,3.6593529921878383,3.6509345922139174,3.618602417816826,3.616175529755762,3.492112103363822,3.5361724767620113,3.375205655279231,3.6363566185253475,3.659534208684476,3.6690088863268504,3.6124841585515597,3.619817285322464,3.4862773237825615,3.542601320059721,3.377573263405855,3.638104645186706,3.658756360508185,3.66241660836757,3.606238283971997,3.611789265672931,3.4815369887201184,3.5186825119915013,3.3668110963398457,3.6205211567844042,3.648564310232646,3.6543069110520294,3.6008658146701937,3.6096914898538492,3.4799193044920855,3.5258581428538784,3.3742227094612263,3.6312349586881667,3.662797575784933,3.673964767196338,3.610378141806783,3.6198537766751278,3.4974437556262745,3.5448269940095303,3.384179161849067,3.643077355433483,3.6695901423541786,3.6877911125222327
2,2.6832251317046154,2.686666283701561,2.608485488034396,2.6697661629833167,2.681764809301544,2.741555697455361,2.66652011630683,2.732535674841946,2.738915980456867,2.7954699909824496,2.738406697099957,2.853047643923681,2.7971797712091755,2.863492763503015,2.845672478489883,2.7989945724840557,2.8563459796475423,2.80018831682089,2.858279936859386,2.9084357984141596,2.921049612246389,2.925701997067103,2.918688162599299,2.9624905360339593,2.9452368252367327,2.9492516119727608,2.897807786867202,2.9120929875793746,2.902461601201721,2.9201938860490584,2.897087320342734,2.8004355849871034,2.7451628084572626,2.7471505049524048,2.726024363555737,2.79204782865092,2.7984123019665246,2.8038634187575093,2.8575478631394757,2.9019791209679395,2.8542392178782148,2.7954888367155024,2.673555043434863,2.7271754896770783,2.7342023264385436,2.7923651111920478,2.7402992908078927,2.741229174211136,2.742540854317741,2.7456850817998517,2.672473429124311,2.7292359067378182,2.741555697455361,2.798956859493577,2.72717460707989,2.790980768983491,2.7955680883540217,2.8498530322648006,2.795170396903321,2.9036705977015567,2.84464129875154,2.915449601488169,2.8965910435617985,2.852248747510901,2.9066780820257914,2.8536255006933615,2.908404937651956,2.9562137743216397,2.9668258602399358,2.966867728721807,2.9155292594504605,2.9098147620711545,2.906903680871266,2.9039718653268083,2.737071023965835,2.8507156158221774,2.8015315794437274,2.814141264039472,2.7972276243873564,2.7464653094467084,2.6849001963907515,2.687441311634607,2.6650272658826824,2.7351506038102316,2.7417863140570287,2.7475466822460537,2.804249111748168,2.85109006369538,2.801163083172278,2.7388650192741633,2.6092169891537704,2.6667353990160145,2.673297628786335,2.735455425602653,2.6789687456005526,2.6812890045518607
3,2.9604162363553748,3.1395256777764615,2.861003646738729,3.1769196296880957,3.1504479807437833,3.2646945423797655,3.181828620101085,3.2571538039024364,2.9615720175452704,3.109129548832289,2.9743064318674532,3.2154601695382112,3.231065084493527,3.2669437135136974,3.180475420760544,3.1858632689446202,3.010396152799605,3.080667526446874,2.8605578337795445,3.2184850304809043,3.183495963444229,3.2227569402698037,3.249159288256548,3.1798168201251573,3.0564895755677757,3.2359815676597545,2.8544284008229055,3.249622345358057,3.2920197629509067,3.219718316415376,3.2470367530155184,3.3205566115219414,3.013722437489338,3.150675637660123,3.1004643216479737,3.1614082156887884,3.2079418272209517,3.384189050769944,3.280691133548324,3.358648376964674,3.255540132188234,3.342998206259861,3.2251015968870256,3.3526245832360937,3.32117314035474,3.389108383376726,3.429467339391409,3.4050810184024125,3.2234238419897903,3.2416732889614157,3.0065151251892264,3.328304008394654,3.2327423396375456,3.334045877244561,3.3368756175491336,3.3390151962551755,3.182171652092163,3.287236648799311,3.0110128741905244,3.255201586877387,3.188020357059317,3.2702123779212298,3.2623793453241245,3.267106833575456,3.096946696782533,3.220365513925519,3.012713445804725,3.24171063013955,3.1432228568657896,3.2726814646977034,3.2221555145602694,3.225972750060503,3.0555022348265406,3.128919560738356,3.014334708560356,3.2543959728014054,3.2996603696054705,3.3370255989714352,3.321189276544714,3.299129185942486,3.142257950885688,3.2093628191761265,2.9196795138936222,3.2184850304809043,3.146560859013582,3.2671859691157996,3.223013290349269,3.2610917117285654,3.054690006261415,3.16998003889763,2.962700489746278,3.2194439291403296,3.1482003199042845,3.233100587957736,3.2243744527917246,3.1822712359689214
4,3.760603894373896,3.7503390140219555,3.5055419806339847,3.8307268394475775,3.825154632525851,3.782646296059487,3.7795391202512736,3.700438149457418,3.65483722435439,3.623226191432458,3.4713566351577656,3.7605635221587868,3.7624453964032147,3.7563811821275612,3.859015445401697,3.7882183457389624,3.7320305453530462,3.7161533686821198,3.4903433084701616,3.8109691013838196,3.8236744126078537,3.7747968562725647,3.780454984842393,3.6970258739058277,3.631852898247039,3.6296807156234383,3.467890782812945,3.752435474785642,3.7645536014530823,3.7709728112326095,3.8674185513965034,3.779059874454501,3.7386473098669057,3.723383553095112,3.4894592734343983,3.814284483910231,3.817518001220377,3.77414444286671,3.7845162140194173,3.7348128564951804,3.626570417691213,3.6341738931565253,3.4854212868199186,3.762626009697718,3.7754470042172987,3.7570071356328305,3.8564150136590176,3.7896391180630484,3.6825949347822022,3.685079510955771,3.480567834120867,3.8147560737140003,3.8234133380716426,3.7756374758119717,3.7837066760845826,3.7404425998345405,3.654045170745926,3.631241445059488,3.4875893539669183,3.7659188732300164,3.7757029168650975,3.768033012683607,3.863441957614947,3.7935794531590954,3.747785393238346,3.7256711245113756,3.496294887364868,3.8178166039885415,3.8270281609639194,3.7767965029545794,3.7784904276803384,3.691604523480236,3.6380621764297723,3.6088528618843903,3.4590739407380884,3.773138599257029,3.7726625734679526,3.7737105189895064,3.875227160150625,3.8032354697216224,3.7451428461569702,3.725932365561255,3.4989394385497254,3.825162741890724,3.8232429083462507,3.7728373271825504,3.781195198278728,3.6980868347422513,3.6193352497374747,3.612394542123231,3.473218693780317,3.7719685651867625,3.7783358107756557,3.7841135035950186,3.8831263035210437,3.7664752638554413
5,3.539155047483432,3.5372744630798723,3.529749950158239,3.5270931571886233,3.5461435725963604,3.5515234166164262,3.5356027991812287,3.5380430976299326,3.5388801166532957,3.529561562576837,3.5284840347500532,3.5213938057352294,3.5270494736726317,3.5203042831016695,3.542861523815337,3.5166594901022443,3.5795844262231977,3.5796789649204985,3.580346743461324,3.579341792530113,3.5729101985721115,3.578341859511472,3.5332693827019863,3.5244295096326805,3.5073016567394566,3.5084557826536136,3.520380555315846,3.5088847699295638,3.4814169999678497,3.478005550903115,3.511969567024419,3.512970038821651,3.515826096810825,3.5106130931413655,3.501952809379805,3.5210236128605494,3.5378482555970763,3.5406069281291592,3.535233718514946,3.534209657174773,3.5317570381333043,3.5331175265569783,3.528055762241623,3.533676302381533,3.5244188061194732,3.5275284611351188,3.5683711551822306,3.5319581958230613,3.5608861683638544,3.529318990180782,3.5793148043442358,3.534341972812616,3.584680464499032,3.535281098705373,3.5840875452185186,3.530426287597724,3.582132231125142,3.5356934875487784,3.5222368897955123,3.5797841987494388,3.5999856161860206,3.60130955329564,3.6104165766458456,3.5913026649147426,3.6066209854240405,3.605650351461027,3.580935198874617,3.5804118474268436,3.6112834079457157,3.608728676307136,3.594713483590485,3.6042520074495927,3.5987726506410196,3.599040727077767,3.5844628012803814,3.60184801145709,3.584465822049939,3.529630012716424,3.53467192263986,3.593539158985251,3.6066127024905725,3.6078265364532354,3.6045301320243186,3.6023911808214093,3.6023692380379657,3.6011793403327923,3.6040491341956535,3.60541917169785,3.5916053113750124,3.5769643506411306,3.538408045817202,3.603603147322964,3.602785333250475,3.541260559972849,3.561606165741182,3.597209403826988
6,3.5076606566215283,3.3871448737929386,3.549730986453803,3.5553552605434238,3.5953542753614087,3.594635533265198,3.5973804543757137,3.500706419701749,3.5319092185838703,3.5181635797159756,3.491009459126576,3.522416729468263,3.570454058620298,3.5829364842259666,3.573886592372313,3.5304867407812845,3.537338081774889,3.4680805981409737,3.5244090604660565,3.5327440928138993,3.5944930148510483,3.5963262559951565,3.6138342055090398,3.5089585940832677,3.5005113456312804,3.522701356790922,3.5217986908194736,3.5383783358915912,3.5965611440652676,3.6119261837507026,3.64661189924911,3.609313116464207,3.598015433099911,3.597843861876643,3.544328311245823,3.540309135780152,3.569458081514788,3.582174583612732,3.569848492302733,3.555296152470997,3.5510372549817983,3.4770638830621388,3.5316982899531,3.562952783935906,3.5983772684626376,3.6181287296084523,3.6574226782693873,3.6248696534413503,3.6125032966766346,3.6730014253999745,3.6627715311232265,3.691241526499743,3.7408620656750307,3.79762407668947,3.7565750195533694,3.777555008843819,3.7476726516129886,3.749646130571345,3.7651801183895826,3.7422160984005957,3.7426142926003676,3.719265711863185,3.7066462974124903,3.6706608003466044,3.65606546175018,3.6650191348778085,3.6533158907393704,3.6208397220565893,3.6783566042643967,3.7402850123274933,3.787738665679093,3.6706324805625985,3.5678055607423995,3.5421622460535946,3.532217449855091,3.587923046107932,3.6472124179880705,3.6105726465615877,3.6157255180350245,3.5588019298152322,3.5608199294465503,3.5061405041219156,3.5342825275832297,3.5452186468907048,3.5893118438046727,3.599726262973672,3.598182524764592,3.50775373612389,3.4886916112603368,3.404080096678258,3.5188434754281754,3.5598249763854812,3.6130566059040086,3.6120365010797864,3.611014869663199,3.5211646810208843
7,4.41617591488071,4.447413857748078,4.395375649166994,4.453831032053605,4.454219054867686,4.437282444304241,4.371376436628664,4.389312595912613,4.392763131502192,4.418665033040549,4.447548125419693,4.45881488807907,4.433862235576543,4.4054089245718915,4.400787967950525,4.391186536098593,4.404013610023901,4.437327557159773,4.4150159790431625,4.443588889175957,4.432914092009556,4.405884798762841,4.402022279337449,4.416261150684064,4.394026514985357,4.448670174163281,4.390264836069601,4.471831503125123,4.410028563993316,4.412187010858564,4.364713280547497,4.383049955420688,4.358492529299821,4.390662363130428,4.3330764211683395,4.416565366349213,4.431141530978417,4.390461874829029,4.415197694329096,4.431585408330168,4.402879550502472,4.454873506086192,4.453187532467098,4.485573362723457,4.448902418758578,4.465997023255525,4.460123387375803,4.4462152438633105,4.441246376602605,4.4513518021395395,4.455028185224501,4.458807617455243,4.4644698217430685,4.464136327380888,4.455181559953333,4.441343459031033,4.439156591844756,4.4349942963668045,4.41975817340237,4.416571957536216,4.410785422817414,4.406276794942063,4.407192085618264,4.399965909490673,4.410097660582101,4.409830234965203,4.431263336096333,4.432338543901083,4.429503121770249,4.430236418891231,4.444041868727156,4.43226436028063,4.427271305148054,4.413512306177221,4.408512214100195,4.428391059358136,4.3964147738379005,4.350937762477182,4.372925185951665,4.367093574757665,4.336221210062967,4.332883274738867,4.3707085343953205,4.402632202620277,4.410116762532328,4.423545760662992,4.437332173168519,4.412560746226051,4.424406668482732,4.4198555616045345,4.420758935859684,4.429171487141885,4.408041476155006,4.420649715597602,4.389653211854003,4.403962216022569
8,3.1613898181841846,3.1538530553099724,3.260727181541775,3.273546526795375,3.1692295308455583,3.2205255916373745,3.292924839818892,3.2872582596648194,3.271237094746733,3.321999545310939,3.4166509721219955,3.3851758194447137,3.355882514580331,3.4208998706780998,3.4666981611650245,3.419210968059077,3.4117032604904085,3.4259010483808288,3.442065399241166,3.427895956949218,3.3704261377642295,3.440757868410743,3.5237571895388866,3.4803385394312656,3.3852821301857365,3.3960298423349076,3.4601960782707977,3.4288402738170944,3.3475815351472002,3.3603202404042105,3.429838206086238,3.4257943012142977,3.3558117831248437,3.4049264753687023,3.465523109925988,3.456728537825127,3.386071011868149,3.3516538363663875,3.3968821384023133,3.293138353184277,3.209533347077704,3.2639304640733244,3.3577313189238884,3.3524393903872456,3.3112239749673162,3.2883312649520278,3.2837547402637557,3.2082380476788432,3.1613898181841846,3.1538530553099724,3.260727181541775,3.273546526795375,3.1692295308455583,3.2205255916373745,3.292924839818892,3.2872582596648194,3.271237094746733,3.321999545310939,3.4166509721219955,3.3851758194447137,3.355882514580331,3.4208998706780998,3.4666981611650245,3.419210968059077,3.4117032604904085,3.4259010483808288,3.442065399241166,3.427895956949218,3.3704261377642295,3.440757868410743,3.5237571895388866,3.4803385394312656,3.3852821301857365,3.3960298423349076,3.4601960782707977,3.4288402738170944,3.3475815351472002,3.3603202404042105,3.429838206086238,3.4257943012142977,3.3558117831248437,3.4049264753687023,3.465523109925988,3.456728537825127,3.386071011868149,3.3516538363663875,3.3968821384023133,3.293138353184277,3.209533347077704,3.2639304640733244,3.3577313189238884,3.3524393903872456,3.3112239749673162,3.2883312649520278,3.2837547402637557,3.2082380476788432
9,3.419119699399502,3.501613906280734,3.4252795512873977,3.5741492489935562,3.520739593777619,3.5043962306186187,3.4443605470313634,3.5454856030401265,3.4556056484771394,3.5360865166628175,3.4604963869458993,3.487963894528777,3.436232630835762,3.465619627455186,3.3402899335482976,3.4660318100354925,3.40001698359931,3.4899213748783104,3.3394308757125306,3.508797851155251,3.456892563052002,3.494660607728541,3.457127449624037,3.5484215903516314,3.45414930970946,3.5251802480161394,3.45147725301422,3.597571894153128,3.519069692321826,3.4741762679076564,3.4136120216775696,3.5239232347765688,3.449946853365449,3.567208441027602,3.4310755060699982,3.4907070904658006,3.4598214339334383,3.461479481160811,3.332510335532027,3.469539389849218,3.388885053178661,3.465003026694289,3.3300971146106346,3.486690126211718,3.451353568717936,3.4630234443067875,3.4256717340256557,3.521885028659803,3.419119699399502,3.501613906280734,3.4252795512873977,3.5741492489935562,3.520739593777619,3.5043962306186187,3.4443605470313634,3.5454856030401265,3.4556056484771394,3.5360865166628175,3.4604963869458993,3.487963894528777,3.436232630835762,3.465619627455186,3.3402899335482976,3.4660318100354925,3.40001698359931,3.4899213748783104,3.3394308757125306,3.508797851155251,3.456892563052002,3.494660607728541,3.457127449624037,3.5484215903516314,3.45414930970946,3.5251802480161394,3.45147725301422,3.597571894153128,3.519069692321826,3.4741762679076564,3.4136120216775696,3.5239232347765688,3.449946853365449,3.567208441027602,3.4310755060699982,3.4907070904658006,3.4598214339334383,3.461479481160811,3.332510335532027,3.469539389849218,3.388885053178661,3.465003026694289,3.3300971146106346,3.486690126211718,3.451353568717936,3.4630234443067875,3.4256717340256557,3.521885028659803
