,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
0,2.647221130061327,2.710139397705701,2.714500721777766,2.7081201174863407,2.669047063837692,2.71890141691716,2.652853796231065,2.700405081964849,2.597212764683617,2.7740494806921614,2.645470955906285,2.70960902238685,2.6635628845331847,2.8321993060037864,2.714505797849567,2.8356137266950885,2.7865327752115188,2.941031446297602,2.8276944069437993,2.996669172792525,2.9557734455954128,2.993649953048866,2.992583787109358,2.943958059198991,2.967305665766255,2.9581981218151348,2.866833478763599,2.9181553450394246,2.931565184859444,2.9077110474062158,2.838372931164571,2.865834241408138,2.863093695125978,3.009759386803752,2.9118402672766948,3.0047175137065323,2.965821037817167,3.110515190442514,3.0596849918541147,3.076328482246329,3.0717151623251118,3.1475467540290802,3.102701061284854,3.1164365247768178,3.077752545805128,3.0926470725669106,2.955046771016007,3.0098684921618393,3.015999198837289,3.0199492418596487,2.944587146192244,2.9225545706535283,2.9716828768598265,2.9600573902387866,2.741359385794009,2.853818034762133,2.916323680737366,3.004336189887267,2.90283113436612,2.9649175699867776,2.95754868811029,2.9634030569465732,2.9523968517373156,3.0180134492838664,2.9734883230709057,3.0549943966806206,2.9186271532830523,2.9990246139085284,2.961426976689123,3.0028961919709207,2.8427356331826648,2.899432286044175,2.9221364323428207,3.0502878388146244,2.8909574005351457,2.6995675408301656
1,2.9604943022146077,3.1294871017349184,3.1311973921047835,3.1477762180444815,3.2145610854155287,3.22437197389071,3.2785764105613775,3.2983878954381938,3.294502311717849,3.359156799084637,3.3549866455588906,3.4266223592470233,3.42606269703672,3.4803650377888298,3.414192912224719,3.4617061653074015,3.350661199834793,3.4633567234811444,3.4161785463972025,3.5268127293240417,3.48477983728672,3.531409393720783,3.5372418019203566,3.575648373355067,3.532806991317425,3.577010003176466,3.465153557955408,3.4253111601984996,3.4234563613019002,3.420312989202416,3.3627660940235966,3.4394464389080053,3.437027938454089,3.484990785026611,3.490357264097568,3.5364066173274376,3.541205520767093,3.5443188997169695,3.5342222721145777,3.587995650041603,3.5480865213182855,3.5265652379662757,3.478314179040943,3.4406664381371788,3.424281195881262,3.417136313600099,3.4203950925530524,3.4390589707385537,3.435599627358071,3.434452250053033,3.429336183265349,3.4360396852915702,3.4328915066271497,3.4323071119622552,3.4305895446749384,3.4363620574307405,3.4383507502099118,3.434610689670534,3.4304283293542173,3.433739424940556,3.4314958224985532,3.4415087118401844,3.481904028699602,3.49472359197828,3.537661808242878,3.4870837887424475,3.5324348372192484,3.482883997155986,3.4592175519652386,3.216500288255575,3.128070144791595,3.1420219027466527,3.131804340571024,3.125617150166967,3.1358052679890713,3.044447798033626
2,3.5690630570228037,3.5735005137614735,3.566828011866961,3.5743175962721385,3.580299652431156,3.587053225783218,3.58764714187085,3.5839492816035325,3.581858872307841,3.5794120634859024,3.5826370590821144,3.5779644699228745,3.5688122151369845,3.5733258206461564,3.5853684469161555,3.621938159014002,3.638357220146956,3.638059139372429,3.639164462381868,3.5888766937227983,3.589876359140347,3.6243987302081315,3.6424385315667585,3.6831405212352015,3.6832078903692955,3.6871137233436078,3.733983972882756,3.7196758376156165,3.7751129026106183,3.6915712845181887,3.8239048523720403,3.772019357195602,3.722153935631366,3.7130749781904204,3.6823844406891766,3.7313138565860324,3.71687682273062,3.725126531617002,3.694891478643455,3.715691148915841,3.709998711711981,3.7132753072502473,3.6837114499007395,3.725493705923128,3.72090389102031,3.7176011067094388,3.720735969521238,3.7103575458728257,3.7246084543087923,3.7190027995567827,3.7235192299356177,3.7191918865214646,3.704179373862132,3.7122933756954377,3.719488521021331,3.717891176660923,3.7239681782616025,3.7160155043759038,3.7265070401830163,3.7187382878943955,3.679092827921087,3.6773237798445115,3.667355228924792,3.637631024913909,3.582736248809126,3.57872457503802,3.5706039594919425,3.5619854341018535,3.564952754970113,3.5370080415641154,3.575622049239513,3.568827587923674,3.578371040184197,3.5744952397906986,3.5788380536957316,3.579497591374505
3,4.220938745846824,4.214573706906009,4.212510470472313,4.2770396854201636,4.263131629097926,4.277617176470517,4.317049839448543,4.301672918185888,4.298836620820908,4.291714802495998,4.357586342605623,4.35105060521812,4.334107117888601,4.3718303213673435,4.330669226303193,4.374259194095279,4.3209856742874235,4.3273092506423385,4.345911953772357,4.3540036772433215,4.348486657477677,4.304749546042474,4.296912457137621,4.323586667881009,4.310851687916842,4.299006989778215,4.294898566038526,4.324977722293758,4.29910926475045,4.320321950502119,4.310612135522905,4.338076358462148,4.346176011848922,4.32009286953336,4.36571952653096,4.409584803361235,4.367944975058389,4.387619642182338,4.368213892705133,4.382588623415046,4.371563431645098,4.315025806326205,4.338491964250805,4.342602176373083,4.357462486772093,4.283820337217581,4.362569070878653,4.3177336983315655,4.351199892172117,4.330689435276941,4.360076488639228,4.3546082674314475,4.3820043959000055,4.391769911006873,4.413196654545371,4.385103491547451,4.3333234043663,4.310849736459481,4.371160242472378,4.382601844606892,4.440543694126745,4.387748640904593,4.4083922469216485,4.306981342162924,4.239446986825698,4.284465824091641,4.2964447918854045,4.25677331913757,4.234178377548015,4.269800011747163,4.283999192043692,4.303299212559451,4.184685443580028,4.219824322327556,4.224061697763035,4.2422471713083585
4,3.0999503219676243,3.19047479891712,3.0979374881560364,3.189708127078918,3.1849292283657022,3.231262671159234,3.2268195784613254,3.264260238891235,3.222254025524932,3.303601407475572,3.3023348842339684,3.3311407488228495,3.3234983342603703,3.3583401505014154,3.335290439474077,3.3331525967165305,3.2882516709383394,3.3648699644548232,3.333434058196634,3.368854480222577,3.365784683177184,3.3701999280976542,3.3681808637225656,3.3740092279307334,3.336144570774216,3.3661986013805856,3.3534132685229268,3.332691507697589,3.320225557287674,3.335363179661562,3.29358304654779,3.340091446083117,3.320696157966198,3.365547635511859,3.3576987450179794,3.369349488100677,3.363891742590585,3.3639425360546626,3.3374720453805558,3.378160290673823,3.3654716655063126,3.3754463591783264,3.3602298099803605,3.3430387039133005,3.3353065627895573,3.336550068550061,3.3310964348288588,3.3472604964490684,3.3282871120919113,3.3315856126569514,3.3255501184855265,3.326807512029666,3.3261413706025866,3.331638964920984,3.32881003790641,3.3299793034133693,3.3241980205885984,3.3277151240594907,3.3221388616927032,3.333713175262333,3.3211379977075888,3.3354553227451547,3.3566837309274438,3.3719978013694525,3.369980825530154,3.3466752743639674,3.36268626179247,3.34774199467186,3.3397961888275955,3.232743753531752,3.143328200731995,3.1926421341462645,3.1878808145703093,3.191686570523357,3.187482451502282,3.1570370427120227
5,3.595163628155177,3.652610468126732,3.6030835785340534,3.546627033324264,3.6330269844073353,3.702308230892415,3.705716814222388,3.5466927829000867,3.7061647684619716,3.8048392951302024,3.663911685223351,3.7545708584118485,3.7013519994635273,3.7663125651714022,3.729047596817192,3.761641147323987,3.7885388441762067,3.8033659011540855,3.8316363957724247,3.789831252901202,3.8014144730757353,3.853136098870656,3.7585811072582964,3.7996781025741884,3.713589771893866,3.9155368198156335,3.908671308982507,3.8501286375530155,3.7741546996218416,3.8691735918739036,3.931806366002715,3.8497785701981355,3.8808344709382303,3.8962578027599664,3.8912399365060124,3.930992575411622,3.9277342587490205,3.9356903499061104,3.928676696456226,3.8501549611469725,3.838332781094937,3.9223854512853524,3.932370459082429,3.931227205920651,3.918908361590689,3.96099593736415,3.960126525135264,3.8939628463676548,3.8997885551181173,3.9953005624813684,3.934184217307629,3.9288569168553105,3.880973650649385,3.924181464564265,3.8919998760982644,3.8919041342415075,3.8587279626667073,3.864629093643619,3.8418933415918337,3.8841228378788464,3.916665726201575,3.8762042522104654,3.8725866082530187,3.8362746519649393,3.734623422029327,3.7512995797822946,3.7514743102184984,3.6842048578456748,3.591541686638228,3.678178168653263,3.6133163035596354,3.660345305346693,3.6600058582019788,3.6608234731677287,3.6094080934236303,3.6401318077979843
6,3.9577094443469556,3.961474814499618,3.9646273667383425,3.9250501786731484,3.9215782872601954,3.931692185572767,3.940440880718494,3.9525563847743923,3.920202171728425,3.9312767740271783,3.9354818810379633,3.9324342400076144,3.93280370340857,3.9694971108640904,3.970242399360901,3.998474622440105,4.000879090010393,4.03678435174864,4.034139254662911,4.027840836835049,4.06674624717547,4.056539736550184,4.100219206583574,4.097106779482919,4.06982891688588,4.080312685497238,4.073738818214381,4.082348616262615,4.076932530876665,4.095703333968529,4.099720103908972,4.100615640906082,4.093201271695181,4.106027895022948,4.11126765829019,4.102928854829557,4.108765079509606,4.105044952753203,4.112087665590124,4.110269932317011,4.11239774086896,4.112419680871066,4.115230122294097,4.112174660957334,4.112199532041574,4.1181285632952855,4.103176384307035,4.1020523707112115,4.075589868992294,4.112846891620469,4.114447775485466,4.113533758897283,4.111566662390214,4.120534129888493,4.091004678984038,4.104704500886515,4.10514241917646,4.114655210732595,4.124319013950801,4.116292732125837,4.1106705327934705,4.110902495879547,4.07442993596727,4.059528495372543,4.065397332342093,4.076943914924188,4.071934016426838,4.033574451803266,4.064467093684107,4.057844855578227,4.039661153620443,4.0213327707813535,4.032438379827582,3.9946064608663807,4.005281681647782,3.965299255190402
7,3.9024117549523205,3.9038294960925346,3.901012892270206,3.8964463139690526,3.8994579056998533,3.898150804931813,3.8989411029263286,3.8891317397628704,3.893800394650536,3.8946210400611165,3.8989857402514376,3.8845949899748757,3.894950969750371,3.892414124520474,3.900401120256744,3.8853737985442973,3.889288605997687,3.8939022378779855,3.90007892432756,3.888525879197874,3.89607327285398,3.9045309585768777,3.9132642643566444,3.9097165499080866,3.9151957399680026,3.91801171280847,3.9172988730390683,3.914843789792786,3.9481351447271784,3.9502401546587933,3.9078063859269614,3.936786777218386,3.9376778986654677,3.937634447249447,3.9371402437646896,3.9308984950111396,3.9328284696851674,3.9331652143263343,3.9380177811101804,3.9412360530871533,3.9426408715906303,3.9470339393269325,3.9466481037853987,3.943702517531162,3.9499648422893094,3.950816669375665,3.94809422516393,3.940979178395966,3.951290462611198,3.9150394360800953,3.9466629533699633,3.9446647123114533,3.9497362959945788,3.9525358103520793,3.9478756144576237,3.937931841497265,3.9300757168116522,3.93411522813473,3.937859474654601,3.897996338097765,3.94425259400251,3.9373069537028713,3.942373080298556,3.9383482638497225,3.939749178280065,3.943526440820815,3.916170618266876,3.909979872239555,3.91623899968538,3.913338644997049,3.9137248039305867,3.9321803525051813,3.9453363953277454,3.952056014225004,3.9353844150313138,3.931945814191144
8,2.3656259965391992,2.455984610915036,2.428594902778271,2.457679302091192,2.5387544219447675,2.535978524555011,2.453744094364587,2.4543927187819947,2.385377068028092,2.362736176717042,2.3794705557406157,2.3809803549563475,2.291997034083283,2.3875657316951227,2.4546650935349343,2.4494007598863354,2.4550609281431757,2.463160334398031,2.524035398824723,2.530279326324607,2.5341144207315085,2.532998299048571,2.451375036921633,2.451736141626914,2.4514813838722467,2.464758206434408,2.4578170497565393,2.4468494183669813,2.456626457596049,2.4625407181320025,2.451795944160313,2.4559365012609833,2.4556082028513284,2.4661387073984704,2.528189482984821,2.5283047294487035,2.553785959122023,2.3844699191505976,2.3548012222829984,2.452751219977022,2.437850971885911,2.463184181362068,2.5300121611596773,2.5308586178703956,2.46244864015833,2.4584776147160343,2.378471937739194,2.3566868563218506,2.3880917314990056,2.3865962733197557,2.2824543004105267,2.384136506596345,2.464914848393196,2.4581622215821883,2.4464245504421047,2.4589988893708847,2.5328206931833392,2.5323151449489827,2.5266179427288,2.5300518374556216,2.4594633196898683,2.4572475437749364,2.4437348620923482,2.4592638421830944,2.466220875939619,2.4524154796194866,2.449156937559614,2.457698688362019,2.457773011030176,2.461438087785619,2.4505325615370657,2.461173464415468,2.5302842427844556,2.5350328181002606,2.5434010531814137,2.3713009820498363
9,3.0131362871797736,3.0329284756236463,2.977514767573943,2.9923595113981873,3.027775049295265,3.0295366881566568,2.9665068712766383,2.937219417099028,3.0125467494169684,3.0735089856327713,2.9799988370053665,2.9375993531892033,3.028569214753254,3.0800237575044638,2.9793766443215866,3.0008933470819366,3.040252432735403,3.0929121450376758,3.031192373275568,3.0102671588880585,3.0422979073657976,3.089615131175003,3.0779918923255463,3.0625765686129403,3.0889748009097273,3.109899023706788,3.0901637913999784,3.0982549160834676,3.1121814203215283,3.105350927198443,3.0872055784390318,3.0980789619235014,3.097478973605196,3.148283017123306,3.115663608234189,3.093374494455083,3.1752565860601676,3.2276675596220556,3.2136683665402805,3.2281027875337394,3.2571244465697706,3.3006408214882836,3.287392346345843,3.2668506245307625,3.261954961293756,3.251171133120695,3.1968608039781063,3.175767210026927,3.1993320222376007,3.18719727049582,3.171074316061488,3.146726117781449,3.1684314259340227,3.1866339559496413,3.1654694209633014,3.176486076493782,3.2100901533325295,3.2194281275531353,3.206006590738378,3.1878160588464675,3.23996311328073,3.21665441294475,3.203181474117191,3.1848707440125312,3.190019585623756,3.194608920277639,3.134068555764627,3.1390190245479834,3.174245240170614,3.1883662226361276,3.162829345979549,3.1417036744746043,3.1462001924309204,3.182920280343318,3.1137829057839417,3.0299446229439186
