,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,3.851074733366772,3.8541887495913327,3.8583530332296587,3.8535234010992387,3.851445160138192,3.853891210712324,3.854590133723448,3.8507954619047764,3.8552939381799667,3.861159137753068,3.854465516594588,3.8515034364515492,3.8544648475218386,3.8542246931906132
1,3.2287254216322943,3.22968513389431,3.2281739337235384,3.2262235512116764,3.2239421870192135,3.2256423985045233,3.2249671138523808,3.225417549058991,3.2234331971499515,3.221836753728931,3.2263047387708372,3.226875017575138,3.2277461740294964,3.228817321049607
2,2.544711846299865,2.5406616422572843,2.537611757163895,2.5398344887486695,2.537801369058019,2.5421838185047556,2.5423767186804684,2.5415403423981378,2.5397092567837425,2.541233470836653,2.5414431087437084,2.539311491330106,2.5436615951001573,2.5478930812197644
3,3.7208719161082366,3.7197903269239037,3.715808478318036,3.7070181344581252,3.7097345008404803,3.724301371987896,3.7288709336868857,3.7268354441814573,3.7194933499192304,3.7198637510456596,3.7075214476874327,3.7135433188167926,3.7256775478778477,3.7247919711509745
4,2.9301397395266653,2.8794937661855937,2.902282786333762,2.965937289803311,3.0140173602055733,3.091044396692967,3.1008892007629663,3.11014407246018,3.1737151763435527,3.1848878350315033,3.242587383597652,3.227694751041777,3.0975454687138195,2.999722418746405
5,2.8711978488367125,2.8677235097813734,2.8679746452950083,2.8675070988229674,2.8677235097813734,2.873276000859721,2.872754672030793,2.8692297693733746,2.870139744298732,2.8752363431842216,2.8758007057799144,2.873393615014093,2.8679746452950083,2.8635500127991205
6,3.6599359437570294,3.6348554631734373,3.6496518238054123,3.6490881479940347,3.663182714597853,3.648189980757479,3.63208259295762,3.6500480021569004,3.6323892380474505,3.651630231735419,3.6512971521936195,3.6640849068075476,3.654215941538639,3.643574155548204
7,1.3862943611198906,1.6094379124341005,1.3737953976665949,1.3715026573146285,1.3715026573146285,1.5985012708476622,1.3715026573146285,1.3862943611198906,1.6094379124341005,1.3737953976665949,1.3715026573146285,1.3715026573146285,1.5985012708476622,1.3715026573146285
8,3.0754075357841186,3.073374740717938,3.0703010449201327,3.0708910073046742,3.066690125062312,3.058204645993819,3.0586574056256137,3.060898251963659,3.0619254825160374,3.06755873877643,3.070296325159232,3.0663964827269954,3.0634903072882147,3.066654877359295
9,2.901650119915355,2.892732504694961,2.895882561220843,2.8872466406720476,2.8852272776153587,2.889268978568394,2.892974768764088,2.901968793309621,2.8869258737840897,2.8950331210544613,2.8839624863989486,2.8852272776153587,2.889268978568394,2.892974768764088
10,3.2564558173290035,3.1836120686318683,3.257940638557743,3.2456789293621187,3.257480936664752,3.3338194528891103,3.3388553968134356,3.218430011846217,3.3002486687222015,3.3604865166774456,3.391750221807854,3.3642373278674502,3.3990678433124355,3.30433188897121
11,2.175003455660828,2.166566138199645,2.1703145126123435,2.167676469929481,2.1738859249851568,2.1748024030444415,2.1707993396885095,2.1618761151908785,2.166774704719683,2.1689385596758957,2.1659697742556303,2.1730912510184113,2.168491200787139,2.1744236316515644
12,2.9214771200796004,2.9271851382784972,2.9296462962984746,2.9273770921281366,2.9218842468326094,2.9198027192228273,2.9182194514926816,2.91875170924406,2.923596916393215,2.9292450462226127,2.9271851382784972,2.9214771200796004,2.9185321558729225,2.926505533810387
13,3.5549116530551728,3.6094901507116557,3.57437776298382,3.605188070717893,3.6258597807542965,3.690792971952047,3.604830667353193,3.5558678389209195,3.616328692973733,3.608831542848275,3.6181892053057876,3.6761354964946826,3.711113441346917,3.6023692380379657
14,2.524077212702744,2.5184994839047987,2.5233100037729943,2.5294937668493462,2.5294937668493462,2.527298351143785,2.5246879500867525,2.5294937668493462,2.527683521238388,2.5239160845740707,2.5294937668493462,2.5252846592435176,2.5294937668493462,2.525155460230153
15,2.9738274393953548,2.971746145828778,2.9664003753879524,2.9732488507551564,2.979318304257272,2.9768276806382943,2.9730281907497615,2.9780742644160245,2.976644447034359,2.9616854632530134,2.9732488507551564,2.97451143669576,2.9695303892204237,2.974244242835641
16,2.9546498730439925,2.9684107060750606,3.149985243249109,2.8480963559570993,3.0521742859590906,2.9584400914682822,3.045110424195366,2.838395277073763,2.795816149519749,2.9673815269300388,2.823759180807593,2.970370446187501,2.983452660326142,2.968681963989498
17,2.6075578478919756,2.6063730088489443,2.606255426621582,2.605139414846231,2.600422174435086,2.601889756384587,2.6021615757946903,2.603831056872196,2.603831056872196,2.602405227281857,2.6100658352825645,2.6081790359325887,2.606255426621582,2.606255426621582
18,2.8747566429454174,3.077582309626375,3.1297411035048897,3.1615900480934225,3.15407646352098,3.1150745346846125,3.183313812644562,3.2262316393166053,3.2586381153703208,3.0563161150761884,3.1217129589959556,2.941309033959665,3.1023333082815436,3.030577118963195
19,2.5624675641789514,2.561561452515111,2.5593976927269777,2.5612243542351476,2.5591836465469298,2.558411113927193,2.5569390497279887,2.5624675641789514,2.561561452515111,2.5593976927269777,2.5612243542351476,2.5591836465469298,2.558411113927193,2.5569390497279887
20,2.681484726603763,2.679520558217166,2.6771461996827632,2.674820851314416,2.6745512765892694,2.6771461996827632,2.6115641126831606,2.681484726603763,2.679520558217166,2.6771461996827632,2.674820851314416,2.6745512765892694,2.6771461996827632,2.6115641126831606
21,3.5120412694401137,3.514386180444254,3.512000635523278,3.515632852116547,3.51492606227866,3.513528325098634,3.514352898930228,3.514473330240526,3.512717548748031,3.5144363544187387,3.5141657601449863,3.5110970964140313,3.511710877896872,3.5116459308304355
22,3.008105398047598,2.9637896346770396,2.9691346577637976,3.002919863516144,3.017019511133005,3.0155587051865536,3.0163131951139457,3.0136534341901418,2.965113873709476,2.9718283854043843,3.006691975037685,3.016787922341136,3.0179439083629633,3.0180372686098047
23,2.7282852369627184,2.665939572209178,2.7393349843137718,2.726660750049261,2.7261474456733406,2.731684214916574,2.7334085157311043,2.7365792148081773,2.7345397254751744,2.7335270674694367,2.722981938430391,2.7266361891369777,2.731921416032036,2.730012668438473
24,3.8818241417959616,3.877723267335564,3.8769893056755067,3.8809250073782686,3.8828775288299497,3.8803795175011815,3.877437271100238,3.8822157706728238,3.879320245191523,3.8768443826211287,3.8812147893989897,3.8829378368028356,3.8816222554662683,3.877542918367842
25,3.5716481589087783,3.5161293557921094,3.5756976710698796,3.5662159784495904,3.5720735501903906,3.5646039788597186,3.619379923839438,3.569468960820574,3.496446544517217,3.581158182374857,3.5649691205945855,3.5794247270676665,3.575009894741064,3.6232890079755804
26,3.015674069059383,3.0130346034050803,3.010026492633775,3.0084850749491197,3.0081578143057865,3.0127229670292506,3.007897769421698,3.0150630703542394,3.014089920511164,3.0156696494579363,3.014370698147823,3.013977494271318,3.0156696494579363,3.015671013525493
27,2.857929548412708,2.751108017153463,2.8740145890934397,2.759462750492686,2.8708702702949696,2.9812837184258694,3.012653093729985,3.115771047505706,3.1037595217160585,2.9637946905807717,2.867543216721661,2.97482844234531,2.7558244676096804,2.6895074335059643
28,2.4491617470659643,2.5080731037399793,2.265998636789033,2.369433369893802,2.1021540287001805,2.528517528185064,2.4552272403227002,2.3731078123594997,2.438863757822451,2.2858582516667574,2.5191719066902247,2.238819793867282,2.6724473532914503,2.470483287230701
29,2.4724076863347046,2.383301309600152,2.469958756276771,2.62453260058037,2.62453260058037,2.630439405422729,2.5511470365324893,2.469958756276771,2.4724076863347046,2.384821231914475,2.384821231914475,2.4724076863347046,2.5511470365324893,2.555839233297701
30,3.4651843810561935,3.425578549633175,3.454173178009229,3.45954091407493,3.4843691253473605,3.4810357690716374,3.457575306476976,3.462637339414442,3.453729882422186,3.4456374686145645,3.4627592255631443,3.4843992276106475,3.4882345276136557,3.459887728639419
31,2.780487206588317,2.8409092449804687,2.9010262005307808,2.947399914584669,2.9766582605009293,2.9481713074746003,2.962664020474348,2.955126933622455,3.0496567769055507,2.9804891445833435,2.8474677849898,2.6594314407300295,2.7503647816793646,2.665505436726645
32,2.912365609464848,2.9110604444584363,2.910654190781993,2.9129055772679484,2.917773504510543,2.9141030753763855,2.9074395598468925,2.9102896702392935,2.905232140899143,2.907312334905422,2.9072813382749256,2.906650358305004,2.907274310952925,2.90948089435336
33,2.668603582713143,2.7132745624202608,2.7032231038736514,2.6526688616870877,2.7063717462911248,2.694086190598689,2.688950559590947,2.668603582713143,2.7132745624202608,2.7032231038736514,2.6526688616870877,2.7063717462911248,2.694086190598689,2.688950559590947
34,2.807994841948073,2.7565918232316426,2.746362767176657,2.686515523741559,2.7357639914244682,2.749468090335814,2.8099695716870685,2.807994841948073,2.7565918232316426,2.746362767176657,2.686515523741559,2.7357639914244682,2.749468090335814,2.8099695716870685
35,3.1158123741443546,3.110299067110786,3.108324852676416,3.1138788599026683,3.108296139528688,3.1056078107390803,3.1118751747191595,3.107184857569255,3.1115163427258703,3.1097577418040734,3.1097577418040734,3.1069709480111847,3.1098380905551086,3.1108844242751377
36,3.6095850760614754,3.6143796879528516,3.6203134903418572,3.5972659562142337,3.6231655150065167,3.5605447841547893,3.5899534963694357,3.617884582924188,3.614354195732719,3.619498976298909,3.5950327834630023,3.6221052484824208,3.611743488277991,3.562882057053068
37,2.6177936753532043,2.6748208513038256,2.6119876670319817,2.795471217446687,2.810042150012735,2.807534751372036,2.84572095620932,2.669955111740391,2.737250994207164,2.6697661648252744,2.808284617093445,2.8672602153437294,2.8046553653895283,2.7424336652545525
38,3.2779228580727144,3.3430322125472607,3.262004148391617,3.3855909859774407,3.5073406324478835,3.5201802645731277,3.2578692318679976,3.303206337109785,3.340629919926399,3.296892801085513,3.390224048572475,3.5018064610571358,3.4900850044976575,3.296558440777713
39,3.4109896885923408,3.373368956651823,3.403633263789442,3.405754170258426,3.4232078013833274,3.4267905055203616,3.4134155309587784,3.413590114680734,3.425516653542026,3.4279213489428524,3.398744285294516,3.409718291196118,3.4200627334546985,3.4318961188891355
40,1.595863978993131,1.776967765422793,1.777538874965972,1.9325438459718325,1.7725855555757875,1.9325438459718325,1.7917594692280547,1.595863978993131,1.776967765422793,1.777538874965972,1.9325438459718325,1.7725855555757875,1.9325438459718325,1.7917594692280547
41,3.7437675083144786,3.7591887967448465,3.7568391075301086,3.761046535752571,3.740974335422618,3.741775060888242,3.741582983512798,3.7403599310655116,3.756919809544769,3.760250227535409,3.755994744420874,3.73915087843916,3.743059398596307,3.741465505361714
42,3.4885365156756256,3.4900001314264517,3.495411188090636,3.5351137654782474,3.4402683202005964,3.4021035681383776,3.459030273276298,3.489037855340794,3.487708973888255,3.4952594667052472,3.5313116491664718,3.470606489142589,3.430087743250122,3.4608091637764806
43,3.123381091034054,3.1250558473802927,3.1231619429606003,3.1202883642079717,3.1176149566082754,3.1235803567706726,3.1240852127100296,3.122457809690122,3.1236726950169302,3.1224746372778434,3.118758421419324,3.1181916525196134,3.118083875447951,3.1222876816098526
44,2.896335155496651,2.780899273055898,2.883318515973927,2.882402010743399,2.810165001336577,2.7790585840584905,2.8151013196523498,2.896335155496651,2.780899273055898,2.883318515973927,2.882402010743399,2.810165001336577,2.7790585840584905,2.8151013196523498
45,3.3968094081429308,3.337655826857197,3.304838627172524,3.310674268297988,3.3361347609438488,3.359517582386978,3.36400667436099,3.3685738711920443,3.3411550191241703,3.336923652329634,3.3434638395311223,3.401257297044175,3.4196197352712154,3.396513540222825
46,3.182125074105249,3.1895269441375618,3.190727227106371,3.193007891079543,3.1898959730441927,3.1886009143329193,3.1905417816356074,3.180837872456231,3.192157704080773,3.1904402012932187,3.154298422869581,3.1910232744770917,3.1892537793467124,3.19061385754274
47,2.523948263994733,2.459793968470982,2.509019842821766,2.4626732587702764,2.5196019375052088,2.4592125424557785,2.5196019375052088,2.4617206625002828,2.515280480339556,2.450702356033083,2.51913871442007,2.4592125424557785,2.517246206508794,2.462993944885663
48,2.9193459003843527,2.9291442192706585,2.9224866176362396,2.919679515411101,2.9269084004542187,2.9212548686593065,2.919679515411101,2.9240504554199562,2.9271408530965637,2.9219380926429133,2.91995669156906,2.9266323544607005,2.9195309313963995,2.919679515411101
49,2.68270597200304,2.686684416318121,2.691162690665163,2.6788061471449867,2.684813709499057,2.6773317710477498,2.6841803209354733,2.6857353616852957,2.685956414589996,2.68925961607549,2.681764809301544,2.6827997927882885,2.678240578563355,2.6822395302321986
50,2.6053860725801545,2.5946373412419685,2.5983812822439747,2.58914758741844,2.596602432234978,2.5986282249062937,2.5996135750509897,2.6045057155870004,2.5954693059122165,2.5954435227847275,2.589532711184175,2.5941790700571943,2.594683523350657,2.6003516046018134
51,3.6961280798712908,3.6698128836956094,3.6980871607170895,3.6986818635739156,3.703705395773929,3.695349417434317,3.682458516462065,3.705934827115927,3.667995013526565,3.6963771494179287,3.6959989677432197,3.702360794500353,3.6914064034088416,3.6325484286131764
52,3.5856990270711533,3.569270124595236,3.5577999237331,3.5580115906611134,3.586654791249472,3.608415620975379,3.577915504170676,3.5838408352178948,3.5670644205263202,3.55570632078983,3.557235909790193,3.5865982431848025,3.6084824578761827,3.5790431105775746
53,1.910033033558325,2.029736459876876,1.911955883698308,2.0522054161561276,1.6972524853383366,2.040664997413649,2.0478773807195836,1.9197849931906674,2.04034109407561,1.7698834376866435,2.0360143082688884,1.71802809285523,2.1616746103461333,1.9265644664468984
54,2.7850039260469024,2.772975609501561,2.7809696351917497,2.779143354227417,2.7865327752115188,2.7883407963087223,2.7823083556826296,2.7695241661861694,2.7712531319346905,2.785026145972599,2.7801111064872277,2.7843407654039987,2.7838284119777974,2.7773456815661333
