,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0,3.3909446728852437,3.414272259080091,3.3501817910981915,3.385190918655092,3.430983166435988,3.4226488998126237,3.449529447670592,3.482887279458634,3.4720701707983244,3.4276848692565154,3.4858701929720675,3.4572769959173675,3.438877388928029,3.4948732007735592,3.4686705714737625,3.504612166824896,3.4365281780863337,3.432064804823738,3.451273535129612,3.4307145470311573,3.4650810445072007,3.4590133335792257,3.4815698953959693,3.461596554063296,3.440486015012405,3.4256604112718643,3.459785357399096,3.4273977463572183,3.4426483010450775,3.4247364713461708,3.4645265412852866,3.4334040474938696,3.469747847588511,3.458301422986212,3.46512974538864,3.490099851856616,3.4978091006391185,3.4675070267573553,3.4974807934468144,3.4920376285630033,3.4689922756190312,3.4179620342287835,3.4128471615716016,3.355602902000548
1,2.2915680113043013,2.369474504608064,2.2915680113043013,2.3652923049419368,2.381699225362194,2.2746008514733576,2.546430547637862,2.5419951352660823,2.683590469545804,2.545586761550678,2.667805882172439,2.6143491114311583,2.740439789807775,2.670053458779117,2.6750841066958757,2.6744286860464723,2.7975999543925076,2.6662859078784273,2.657083619728488,2.650321672287425,2.708475355036644,2.7358958035529364,2.7282866333845357,2.5797015973491857,2.7842018705476046,2.57080837005621,2.7385608280703777,2.518722762878462,2.5232152696858767,2.519713558500946,2.7506026269857085,2.4672691160154914,2.4605184254922485,2.621827535064194,2.6178937370167596,2.381699225362194,2.5373408184174164,2.381099590156066,2.546430547637862,2.6902793895397243,2.620152216054039,2.550313029307727,2.5518790781363823,2.5439621515952746
2,3.8755805485006722,3.8739793984502895,3.876390143527549,3.876033158425911,3.8772226114462702,3.866428261431464,3.874437738216798,3.8721335122377636,3.8746278789064887,3.8650594949894783,3.870968336919458,3.871677289313356,3.873099122825704,3.866800464492699,3.8744333638393327,3.873038270637101,3.8737170732232777,3.8739140337784446,3.875775964397605,3.8760858292032125,3.876520675439363,3.8758489862268473,3.8755805485006722,3.8739793984502895,3.876390143527549,3.876033158425911,3.8772226114462702,3.866428261431464,3.874437738216798,3.8721335122377636,3.8746278789064887,3.8650594949894783,3.870968336919458,3.871677289313356,3.873099122825704,3.866800464492699,3.8744333638393327,3.873038270637101,3.8737170732232777,3.8739140337784446,3.875775964397605,3.8760858292032125,3.876520675439363,3.8758489862268473
3,4.167538347721143,4.184774612070806,4.177171459084673,4.157155134293148,4.1620920767641945,4.074835506765494,4.134505377582778,4.112182904488724,4.1298337157758365,4.088556926596065,4.095282012275881,4.065144239708277,4.114155957464684,4.13626466019167,4.16934187839803,4.16688873941046,4.2277877418532634,4.210067910069093,4.196331621423024,4.167144568957727,4.193325344226315,4.128682589279296,4.167538347721143,4.184774612070806,4.177171459084673,4.157155134293148,4.1620920767641945,4.074835506765494,4.134505377582778,4.112182904488724,4.1298337157758365,4.088556926596065,4.095282012275881,4.065144239708277,4.114155957464684,4.13626466019167,4.16934187839803,4.16688873941046,4.2277877418532634,4.210067910069093,4.196331621423024,4.167144568957727,4.193325344226315,4.128682589279296
4,3.2444707402928934,3.2462602542777312,3.234842878202827,3.24459987508089,3.242566598291323,3.2413553743911145,3.2402547469366523,3.2399153241511875,3.242421964935668,3.2422835676399737,3.2382353880834063,3.2299161736885202,3.2390530784257425,3.246035693596451,3.2366233702626817,3.2327795450097927,3.2397292891772707,3.2462249568356447,3.2312128325218,3.2348246768635645,3.2346747282636463,3.2374799106380068,3.2311432301400735,3.2244673111527273,3.2330936497583527,3.2340544508375846,3.233447506198202,3.237535642450574,3.24360645529444,3.2431957787938814,3.2370656037851036,3.233341464439397,3.235224040305145,3.241258520930035,3.232883301837837,3.2342259621044236,3.2379386058436985,3.2440655938937644,3.2442539811541566,3.241752436705247,3.239985110663145,3.244328399890047,3.235918241136656,3.240798533099696
5,2.5404711745277035,2.6146517439477286,2.6199175750730994,2.6177065318593793,2.615936195372478,2.749362038610506,2.7472558500374387,2.804861813255505,2.8077255915072024,2.8515929907833453,2.7958877112103417,2.9554260067918183,2.9716826152878157,3.0110885245730468,2.969809168171799,3.006148693940568,2.920862882296594,3.056190176216202,3.023140666067444,3.0209167931316925,3.064671351732767,3.110306973462547,3.1906217006554733,3.1123476720228225,3.1046920553047346,3.1895960486026214,3.2728144501757908,3.0728497776719905,2.9741668996562836,2.977704049672233,2.8715629381311762,3.0303018434613396,2.8495448867520587,2.9211881708121448,2.925685133993998,2.8715662956811263,2.8101369614774385,2.8648764894025023,2.8097546387161327,2.81967172173458,2.8151817149338845,2.81967172173458,2.689051485416561,2.688372566612668
6,2.3490846336130367,2.450497292162754,2.498571746297496,2.652151334740192,2.531128580972151,2.870703678768411,2.605068358983549,2.7549766749781393,2.75374024442187,2.756769457373262,2.925614685864276,3.0069530270449873,2.896522097841015,2.7865563756681273,2.7833556128928283,2.6839363613326777,2.6794720930208684,2.6861175895628198,2.6635658484934135,2.6706018500168742,2.6835051142513233,2.671340907641557,2.6857518843224812,2.712974541709535,2.6881421262737386,2.691907981505715,2.6915203020674077,2.605068358983549,2.6024995123970736,2.6164530235096306,2.4678917736582133,2.4555463716611725,2.5902918412270557,2.60480547807859,2.6009061218944676,2.544232435856359,2.3679058093131213,2.470830078324406,2.5942900012122063,2.737518110694139,2.5950804312339084,2.7360774129702037,2.579230384917518,2.5949133181073623
7,3.685155942847898,3.642464177184488,3.676918269575034,3.6836267589234444,3.6871310806838604,3.668840437839761,3.6777172432260246,3.6862054613146293,3.6897107471674846,3.6653890266056424,3.677509563945971,3.680163837293781,3.686642951938514,3.644134089645792,3.6774784158905613,3.6829217053767005,3.6887750732495777,3.668715251058783,3.6768051792791963,3.677735585243294,3.684708255651146,3.6625033701229177,3.6758382410346595,3.682572881230578,3.659177392813609,3.6684070216165905,3.6781738481237842,3.679164188514628,3.6644263506676893,3.666559113200154,3.6774305287842166,3.6797093204243496,3.688619246684057,3.669972150108307,3.678746309033009,3.6851642552883823,3.6626173360621594,3.668193472568661,3.6797170324612183,3.6789621150282814,3.6855353654594847,3.6684100360485203,3.6746920054244616,3.682661462184468
8,3.4696650437687255,3.475098931207542,3.4643273571400224,3.467555053714585,3.464812231721536,3.470632292329789,3.4563281547139106,3.463173724581291,3.4610353716593205,3.4670876705928118,3.4605672492430486,3.4689105628553922,3.4655903306961457,3.474419572499939,3.456200628708825,3.467399128080543,3.4584655853227617,3.459910207073761,3.452539182322842,3.453462050600474,3.459565589831865,3.4600934058187534,3.4535125956334625,3.459725475877571,3.4606127368621,3.4700163523539533,3.453741080202385,3.4611633051905137,3.4630246341050963,3.4635837044256594,3.453757037180683,3.4668648775231246,3.4615878746590467,3.475606994273757,3.462001034945672,3.472173021709858,3.4687944593757734,3.4768239656018043,3.4602447203004645,3.4746374952734773,3.470224067698689,3.4770986215010438,3.4648818971840876,3.472732169062054
9,3.689556548429374,3.6992720486752497,3.6892262832058904,3.696122664182387,3.6879249639121063,3.695127963552843,3.6870963889609825,3.694526449406908,3.6873139799858645,3.692528431300145,3.686040600124391,3.6875715783583027,3.686690628483308,3.687456232332949,3.6807078634536436,3.681013406798045,3.68656847035482,3.691783175694003,3.676063095484251,3.6831196948827225,3.678575098593588,3.6822609205106,3.6844287792868062,3.6897003475956494,3.6915923379154227,3.6977808538196286,3.6904053534170256,3.695454289364588,3.6887447113472387,3.6904768860575525,3.6826415295495516,3.6908902921316322,3.682521671453413,3.687028370832307,3.6845467894103647,3.6909356049409316,3.6868236778054655,3.6880377132281232,3.6808270350850076,3.6843575825662858,3.689954136561676,3.6974458244925072,3.688919778517357,3.6964531607276374
