,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0,4.172224274760106,4.181889489251414,4.1805569568899195,4.183195561725231,4.1564486595369265,4.173181060855349,4.182887202845428,4.1810925252637166,4.182879754417165,4.156471168689841,4.173070397387602,4.183926707554008,4.1802006925289525,4.183192288023463,4.1579699074233805,4.172185849097149,4.1841871830018595,4.18080981745046,4.182320598890996,4.15799710440551,4.173474684290074,4.184024139213514,4.182271699341115,4.18395742610744,4.156754350787148,4.1737178516011815,4.184114462590866,4.181216263485177,4.182509946305196,4.157156196270896,4.1733129117084085,4.181719540314991,4.176450096300211,4.180760598536181,4.155297672790545,4.172506384425161,4.182496404501082,4.179402779986187,4.182687637603477,4.158025289117384,4.1729720282718565,4.184452952264359,4.181360111495057,4.183929253018917,4.159644204665342,4.174343933948049,4.1832724426024335,4.179612073111618,4.181872114591813,4.157785018077641,4.172297131966726,4.181127398662485,4.180378795930139,4.181883468770271,4.157636480693873
1,3.2539533488684294,3.2348971054097584,3.2628294460166853,3.2658758492516884,3.2888649544682544,3.290158116034662,3.3047073785773655,3.3159085381459,3.2942876481387264,3.2556015532191833,3.279369316414243,3.2676028564776307,3.293275355128976,3.30193199828766,3.2536619954684505,3.249471299416047,3.2350996778076255,3.2613264324598634,3.2708042005651947,3.255405903854102,3.2520410563314983,3.2315383784159204,3.261227678325223,3.2693199578594707,3.2817941957608707,3.2899082562058113,3.269317969003829,3.2991906302471365,3.3313867061661493,3.318782627575494,3.276911882230931,3.2340056519401013,3.2612816415320407,3.271050960230966,3.2567250948592146,3.254154195346455,3.2363244396172486,3.2653689588121377,3.272227483109391,3.260137538880058,3.251233208356215,3.2346296283588436,3.2637582955666495,3.2716443147379506,3.2536713754131625,3.2537680964063127,3.23556945962442,3.2643728550306177,3.2734564373395054,3.261516990157769,3.2554299628657613,3.2369771497751345,3.2987579853683795,3.304617897523447,3.2555593549938004
2,3.3430226500998472,3.343016464501081,3.3291742011016985,3.317597943823584,3.3129165292418996,3.335719123453026,3.3311333067801696,3.323936507883988,3.322201254323943,3.339990939651117,3.350296779494567,3.3474768416432905,3.3464062414636073,3.340164370167541,3.3312695118676903,3.3452712443942656,3.3472400120410315,3.3513065872741152,3.34940111031986,3.341038967957422,3.386672361212554,3.3808669559392994,3.3778330488951602,3.388915378294814,3.381740145895322,3.379849121445519,3.3700642524760482,3.3778103010055873,3.3788759277629663,3.3763298134095234,3.382647928989125,3.368911248775084,3.381446106815854,3.3864980837917895,3.370106495355533,3.378673503886241,3.376263346457266,3.377049354741955,3.368512172019089,3.3690122406467444,3.3430747143150183,3.3352147237995338,3.317751350393685,3.298067535565859,3.2972829174060596,3.323936507883988,3.331722220637462,3.328503496466113,3.3342450761573272,3.32535133915503,3.3429274381916088,3.343478014290224,3.328828811339046,3.3282763717400945,3.324998831786125
3,3.5769673710054573,3.616962763677138,3.7124038380201023,3.7604554729956634,3.6107266179178836,3.5716718605001576,3.6603937729624043,3.701425914352243,3.7402745874257075,3.6049818449145485,3.559257821329184,3.6410257399071453,3.6714039759792394,3.731055955294479,3.5912066572559667,3.548978534461699,3.6493916569514577,3.6962117129033665,3.731468206608252,3.585030200210106,3.553038837287156,3.642916185164152,3.6900330865324875,3.738742201943082,3.5861419162795793,3.565571410014134,3.6282571305637368,3.689710619625968,3.7359919698150437,3.6651013363734064,3.6127414372727538,3.7004815903890123,3.692123896361424,3.730782451939147,3.617028536519587,3.548600015832707,3.6620268556629205,3.7042034130222063,3.7446356159004575,3.607879413750725,3.5677540031059816,3.649999925913007,3.6947662679606452,3.739937893821094,3.5890708786199927,3.5711489502613922,3.671487941870977,3.6599223887686287,3.750465717324599,3.6153829329741,3.55898096649649,3.619271737708387,3.67170155115509,3.763869907318963,3.620796664338157
4,3.790048628911388,3.791198445035065,3.7950303908511405,3.881132245220873,3.88324004698318,3.9192477174754137,3.9185890860057326,3.9182299095444266,3.8856158820741866,3.8904345788615653,3.8412447894905535,3.795007960944064,3.841449886073403,3.84739388321018,3.88715284373361,3.8889122252781165,3.9248538051362214,3.8860230391827986,3.955777879083051,3.916570570294665,3.9203624612954813,3.939979732194018,3.922421900125081,4.005594510391427,3.9346713307416055,3.990890438861463,3.9169634711009538,3.92250128091119,3.9196687874233986,3.8767553619142894,3.8778891847994448,3.8727836557153714,3.8697571752137114,3.8340128900848103,3.8395058087141507,3.8366672681988088,3.7956795833160806,3.8335873976366237,3.795130891886701,3.747393160406981,3.8774915126902387,3.876050771567808,3.8717834723665945,3.913540381263082,3.871038974431133,3.914251886308302,3.9517520058490954,3.95069501517063,3.8725574286011426,3.873723609599807,3.8754879962290802,3.9109147251260863,3.871223437983945,3.8271491224426732,3.7902524235014976
5,3.1528237297634156,3.1039221357042734,3.1049550986492953,3.098259709953147,3.0992772063746132,3.169436670628546,3.149913728061285,3.180839109384418,3.189022698796275,3.1888453184153613,3.180448789777692,3.146988875289032,3.2297012101669758,3.1470855162739695,3.190917691643808,3.226837944907998,3.232178589151758,3.2312013739637866,3.226289418618914,3.1440424756257603,3.142306132337141,3.1905735746567707,3.1604164585879495,3.154678177481056,3.111079647703689,3.1551296583416146,3.195540320102105,3.1551296583416146,3.190362057642394,3.1466594325663912,3.1973615754451443,3.2262851457325015,3.226338363954221,3.2720937441110456,3.2390764135730707,3.233311243292386,3.270993903999836,3.305828237131177,3.238574364929553,3.155788422152086,3.236425699784897,3.238075989388771,3.2381554217176296,3.2336048417561223,3.1484517486484265,3.266124281769394,3.200439070463675,3.2234020874532145,3.227099047054198,3.2319147747372807,3.232535930642009,3.1906217006554733,3.1049898458697016,3.099247380164078,3.055509460041603
6,3.556945580625146,3.552042409707199,3.5557108213539785,3.544995314905705,3.5638316171035465,3.563250332604153,3.564954420608659,3.5587422870106113,3.5993845367523525,3.614022821593581,3.6391957815425204,3.546241550779902,3.6056873070450957,3.6151657508195543,3.6388362303156017,3.5872970260337436,3.636983159653242,3.6092852422233412,3.5995145372937127,3.656131192426273,3.675527778073289,3.6699565082467775,3.6622876047043116,3.6684636551497936,3.616518418249055,3.674160566199353,3.667117990959404,3.6808084482902688,3.6758747466104524,3.6510426660724344,3.652608305952286,3.6709302762603504,3.6714676992566138,3.614980464647396,3.6693561804874504,3.66820050032094,3.674243202810671,3.6721060993293317,3.6067017948191262,3.668506862647053,3.6579089960007236,3.6582932195313886,3.654188357408496,3.604526578315176,3.560467727715356,3.5507493996200505,3.510288474124688,3.49599283944821,3.491604506860857,3.546766039237159,3.5395694631304746,3.546558012912345,3.551780131534054,3.554220606062697,3.5505573029673534
7,2.9589090319177322,2.9614440148844454,2.9670677988949294,2.9640926055313295,2.959729770253241,2.9628561635794837,2.9585024772555486,2.9586235006042316,2.964867121360363,2.960964005159591,2.9613860860274333,2.9554592930987216,2.9655360741869696,2.9693972049968282,2.9640240892973724,2.9605444627440973,2.957961394436273,2.9630653159239073,2.962482587618112,2.96427886577277,2.962322163990973,2.954217907882094,2.9568780092191043,2.9635213052944303,2.9648438752628086,2.959721678737972,2.9531346619462644,2.9635609602795747,2.9654039999016977,2.962063126313742,2.9653750094688647,2.9545477657944046,2.9576087782758913,2.959226455380971,2.9637798192756915,2.9619338865972544,2.95738247059444,2.957300698501501,2.96590034375087,2.967624861672935,2.963708689417136,2.9578032478346152,2.9582063467313966,2.9599537518695667,2.9596463702238367,2.960119214996482,2.9625070806380482,2.9617516344870776,2.959651084197599,2.9650047491388527,2.963799872836669,2.955745495286623,2.9610128390353654,2.9605517457261974,2.9605444627440973
8,2.540273902982163,2.549238412964664,2.4664768681407887,2.4648193231632187,2.462604188766805,2.5285097374136756,2.541274524614562,2.451614651077965,2.5322225955810618,2.4634304598531394,2.545745743385428,2.5510082924154514,2.460567484707511,2.4663711383774007,2.4678861433438306,2.5355111267554755,2.544954459202514,2.464539458731262,2.459523649695767,2.470366578638137,2.544563289479384,2.5519051244921855,2.4687217425415953,2.4672376256405704,2.465160862849947,2.5362953386241824,2.547039262115228,2.4645978037299288,2.4571348277799077,2.4532253090377143,2.5390959093264938,2.5468595157676157,2.4622643211200033,2.466719270064025,2.4589725695153266,2.5382070537545998,2.5475286187601203,2.4637918345632213,2.4583254056354114,2.4628798000027405,2.534331905509294,2.5439387371542845,2.465409935381788,2.4690681459849686,2.467269621519754,2.541248613151919,2.549238412964664,2.469065867010593,2.4648193231632187,2.4633631299064045,2.5300271577934805,2.5377166332264114,2.4716750997328125,2.529892757789951,2.4605161695691935
9,3.5351443201170984,3.5549632210239315,3.6050364083405264,3.6280357841827935,3.5465432093641325,3.5291292787489326,3.5729252391165294,3.59302755012776,3.6146882792427646,3.545900317846147,3.518039112394288,3.5534322521300505,3.5765255576002497,3.612275972144568,3.5335335238294756,3.5121573168894775,3.5695852469528133,3.595789470694255,3.6153253718321983,3.5317335010313555,3.5132171248642994,3.556684051992316,3.5892117395061143,3.616636887738954,3.526708591207621,3.5265727744874367,3.5443250597551335,3.592360883784833,3.617954238090198,3.5784930004615614,3.517763282788389,3.596031043216038,3.584070463965899,3.6080015500224203,3.5542239593864453,3.512698801405743,3.5820875981383735,3.596970098810034,3.6248038610857627,3.547554938998183,3.5279105719215877,3.570873437823409,3.596964622633423,3.618784074161818,3.5487792796986244,3.5307523540515593,3.5853076684566942,3.575500013672575,3.6240574944657578,3.551256401715201,3.524274915591761,3.5552496414204637,3.5847273580232413,3.6353271488707315,3.5556009448146764
10,3.0529533559619946,3.0525419387752386,3.0506774330382846,3.0554102664711196,3.0567731700619287,3.0532603029282894,3.0488453946467904,3.0419063047910715,3.078559187807131,3.0999820913319973,3.087804657480221,3.0947007515408713,3.096705804900415,3.083524297864179,3.09608260030829,3.1038688276614046,3.0981599065441587,3.1032183197644096,3.0988319718107404,3.0982984500284156,3.094784085703332,3.139872866143359,3.142782161933078,3.142534323959595,3.139437458734315,3.145734647946875,3.150648381718372,3.1479201474217753,3.147526272238135,3.1361465735926086,3.1080954136053505,3.1063138438913995,3.148097606674195,3.111651005802679,3.1153354138691496,3.110979172907286,3.109497252796602,3.1031776561129294,3.1082446877964376,3.1127336220998854,3.1122810970105994,3.1079865694525073,3.105986725689276,3.1051804967764305,3.1070434582259105,3.1082822501255243,3.1070434582259105,3.1082776501930165,3.1478801093375504,3.1521105144820307,3.1537119482332874,3.150825952565925,3.113581345777295,3.1115019666728676,3.1101250877146556
11,2.6807674904607537,2.673017702369671,2.7455482220543104,2.7499521698925067,2.6072697542681817,2.6702371419471493,2.7224331174053336,2.845134396323345,2.852449305696427,2.603228965954857,2.6838861777563268,2.6713444950744654,2.746709390309011,2.7455482220543104,2.6155256871912207,2.674572879988427,2.660965405927552,2.7958823523015544,2.845134396323345,2.7308795474083833,2.7355203538047204,2.6755278958503457,2.747023756128883,2.746709390309011,2.611702207607316,2.6838861777563268,2.6688966002271455,2.740432877423875,2.7958823523015544,2.725866058695372,2.795587949227426,2.664357450586552,2.7499521698925067,2.747023756128883,2.6124159383634065,2.6792131390733385,2.6755278958503457,2.741172902546318,2.7314994600341933,2.664250889928826,2.7869755448866673,2.789742622430439,2.7387119326255673,2.7499521698925067,2.6115693792679813,2.680429468365602,2.672733892762607,2.7499521698925067,2.741172902546318,2.5999318666224034,2.732903788180951,2.786709253441014,2.852449305696427,2.7387119326255673,2.6155256871912207
12,2.855632685361187,2.8598957653843993,2.8659110913461183,2.8642528179705877,2.8598957653843993,2.9148573342198563,2.916790324124623,2.868122187049246,2.925882913516876,2.868122187049246,2.918536794522412,2.92136180616559,2.8710891466187674,2.8715170231461995,2.8709613928124913,2.8653709399712683,2.8729247912619877,2.9157573939300474,2.917666566180165,2.916490025313716,2.8665416698319537,2.8656395424270755,2.918920754572939,2.9216679396202356,2.905556364159597,2.9240412819370567,2.9144879031942796,2.8765251355266455,2.869524100586661,2.8635927936553727,2.8116519950320376,2.8660385413636664,2.8571607229376172,2.8608432103106827,2.871427501084665,2.8690061970684324,2.8697989226407907,2.8747493174359238,2.9200981187685486,2.9243488070174495,2.87246579592287,2.9176568127554625,2.919761838338613,2.927660266194979,2.92549856000579,2.8740973197568205,2.9258998499037645,2.8740973197568205,2.928171841508147,2.8739700271285016,2.928699911691776,2.926109367931581,2.915298660129798,2.867007319852035,2.862443727415987
13,3.139726415496331,3.178072314763889,3.1359127200954164,3.1793731313804043,3.1840577896122912,3.1434369003074805,3.1750540675990018,3.1318496105459337,3.1737854177235167,3.192713216543298,3.139492711157102,3.1803897419370695,3.1446000226426527,3.1782689009057505,3.1839043677706704,3.1518223276492665,3.186061003778623,3.150702299193684,3.1854935383884753,3.1880573193591535,3.1501010887846483,3.188196128718903,3.147407409706507,3.183130969911951,3.1843484981551695,3.1511529257018456,3.1849167415167687,3.1483491825389125,3.1808192103628414,3.182964573985808,3.14457813418859,3.17776149651543,3.1522600500530853,3.1829402554873316,3.1880292245500623,3.147579668949309,3.188777530372765,3.147602875352515,3.1817427648931877,3.18526668703846,3.1489045580638124,3.183469043442889,3.1467095110428103,3.185814085258594,3.1864493986940268,3.152899077949626,3.185658826408173,3.1524773270389828,3.18869991509087,3.188501580602198,3.152388050991194,3.1880009811754015,3.1488417957119665,3.1869747012204606,3.1897215263440484
14,3.6708336039619103,3.6726555717662537,3.671785779151732,3.697253399645948,3.705537170484477,3.6701488304485634,3.675385375566642,3.6751117427840634,3.6979936740542683,3.704026997105765,3.668324307121499,3.672825269046051,3.672613544017169,3.6949237951513885,3.702240778563769,3.67026767694678,3.6754189281132104,3.6755634508115604,3.69817575392945,3.7044465624559084,3.6687058795678458,3.673571262415078,3.6730424819000236,3.695931061976243,3.7007136837693273,3.671642419465082,3.6763881982572353,3.6751279052331562,3.6985461116527727,3.7045946719657143,3.669391381366424,3.6740156912441226,3.6730424819000236,3.696112305287645,3.700918190209301,3.671310904038466,3.6744307160850767,3.675517790325967,3.698263051687393,3.7049848310403792,3.669573403166013,3.6747436834569345,3.6739614178720204,3.696295096436193,3.7009177586292936,3.6698612820765972,3.674066500680317,3.674130784905356,3.6985721111539074,3.7051768118068003,3.6700514438926746,3.6739579855737365,3.6750339930790887,3.697051811420246,3.7031691926083408
