,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108
0,3.640033545185308,3.593911007570153,3.6471672866573304,3.6509232391559925,3.6508711235250475,3.65100161008525,3.6500427394395505,3.654111185719536,3.6965294243067004,3.696431060808486,3.6943593046455923,3.6942387014752383,3.7012280445410832,3.6954115782821955,3.7425116541698142,3.741945459466623,3.736111561586209,3.7420517072293835,3.730046681189821,3.742020101174536,3.780086561414281,3.78590390559627,3.7831804881391933,3.826245361731856,3.8706994402961583,3.8246521067443355,3.78936766330474,3.7861443932755297,3.738110673844842,3.6983731239525954,3.6942902932829718,3.6977227915240505,3.6942902932829718,3.693575769111681,3.68981635335247,3.692366883370184,3.691087039798349,3.74407563302071,3.690742690557956,3.7382695182775274,3.7376337129370123,3.7425615978141034,3.737400809512064,3.7865896003445227,3.786034074793754,3.786342351021638,3.8207045636733143,3.8179512968379,3.84742266759428,3.8588743816226208,3.8663982519413294,3.9005663902555305,3.8894816343642002,3.9061248127433332,3.8433937875100663,3.8495227623502797,3.7769571129944675,3.7784613999310683,3.780408494821147,3.768807493582326,3.7651777572560103,3.7620665949630907,3.763043535240528,3.7956597909436973,3.8181623951864685,3.818619583324122,3.8609681333051826,3.8196368183904994,3.873994125371455,3.8327242254778584,3.791544137457142,3.7837966362654774,3.825703599365956,3.8230034918148625,3.8358624566843726,3.8706801261707358,3.803952826978649,3.866393917362946,3.8706284112237954,3.9004605830875487,3.9042858064312638,3.8949485573505678,3.889239942624182,3.8946683041402848,3.904156747786987,3.8999946029690635,3.941691845960884,3.934898337572514,3.928972690681002,3.8812799370101194,3.9032066552172653,3.8567184578391727,3.7350396306517815,3.743457993605211,3.7347667608934634,3.8310820675191026,3.9098584654503465,3.8340890343510123,3.9097355306272017,3.8692758964582676,3.8875825024281636,3.7505987786921455,3.8135701139556297,3.8720849310911114,3.867533092035317,3.827494031147229,3.7802960400617267,3.7802960400617267,3.687845470454522
