,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
0,2.383301309600152,2.383301309600152,2.3677235537457104,2.280498392958249,2.4484223568067325,2.280551054655848,2.271586318930671,2.349161260530145,2.3835259196865026,2.361021086112898,2.365106675633747,2.3740687689976716,2.454339283902103,2.469958756276771,2.376343927711704,2.4706860555259174,2.367738601408169,2.4706860555259174,2.261502688838501,2.376343927711704,2.2766642616868786,2.353981687629177,2.266013817882231,2.3677235537457104,2.266394986520175,2.376343927711704,2.3769371658962064,2.4639479878282216,2.376764540371479,2.383301309600152,2.281756941059935,2.3671863622787037,2.281756941059935,2.4639479878282216,2.364747633727345,2.4639479878282216,2.4473436270971067,2.4647099508896386,2.4504351954195975,2.525279013998185,2.4639479878282216,2.4580154223620383,2.4640832737349494,2.383301309600152,2.2889271107202287,2.383301309600152,2.271586318930671
1,3.6199196519913728,3.6183559130299643,3.615741639441704,3.619626310811855,3.6208019819369603,3.6198035018976085,3.622670994653376,3.6223188534202633,3.661161923502239,3.667119835238456,3.682551124494603,3.686301694984753,3.6898010221459754,3.6796715133089144,3.67042583518155,3.684750692872233,3.691940518420668,3.6904184557808657,3.6932733256529153,3.6944835357336703,3.6972194690750335,3.6896195698873564,3.695612725155047,3.6850441967783345,3.6895712105075584,3.6909375868047953,3.693416103824855,3.687995496343118,3.6910574707745734,3.6884557325489573,3.616630819276325,3.6051388105696063,3.60407311903115,3.6155514154890036,3.6193314398617984,3.6180747044455206,3.613693341504648,3.6154216111329944,3.6179764698643098,3.619427947601888,3.6149599345467487,3.621470107115786,3.62287947014592,3.615548833099427,3.6231242061708073,3.6190150135907015,3.6232022847893277
2,2.8715662956811263,2.871374009665718,2.8761511636340815,2.92601700852159,2.9796821929883293,2.8140446937894765,2.7471681042014744,2.754230109770683,2.760089758786486,2.748561880861402,2.8807157203848046,2.8066060265654476,2.8231600825218592,2.8481084693042993,2.85549544022991,2.805843664329817,2.8154721886506864,2.867349342067626,2.878689061775929,2.8154721886506864,2.8715662956811263,2.8617592717932907,2.867349342067626,2.973517483826111,2.966166166535663,2.921877932010676,3.014015860238511,2.9228856656920286,2.86243462052792,2.904279018598657,2.810340438407622,2.7382887451138114,2.8536275857671436,2.969831377024805,3.065016396614434,2.9691292029833205,2.969883581419628,3.0182114232730295,3.0160680906982673,2.9796821929883293,2.793610492373394,2.9228856656920286,2.8640120918562797,2.867349342067626,2.6793646694789404,2.8081116723246304,2.743015615303741
3,3.5106704361945447,3.5095813916269334,3.5095813916269334,3.5095813916269334,3.506947779429778,3.507454777517137,3.503586085671455,3.503333736563305,3.500303879716795,3.5025100712464434,3.5010057622108786,3.4951223410240706,3.4973977940657273,3.4687937621523095,3.4379949363659397,3.4934001737023808,3.4454979615865855,3.4738328653518393,3.504190718900471,3.4511957533072897,3.462319688975093,3.494746232428918,3.4949260102086344,3.4629875673172323,3.440586427357892,3.492337424534467,3.497607603026877,3.481434217028397,3.494955963512784,3.486695829180582,3.4533204725349083,3.4834315220428484,3.4908089168463214,3.48406704820684,3.4894805946668237,3.4861645113725976,3.4896272846660477,3.4277087318969923,3.4890578214746046,3.4834065466662527,3.468047607288134,3.4284620127235916,3.491225906334347,3.495205219338642,3.423029177435838,3.427048721735429,3.4960314891759787
4,4.228180136822894,4.222383817275439,4.2258298615637395,4.223225964671886,4.251389491222826,4.225333145980611,4.2416087801366125,4.250536588547256,4.253968789510684,4.266558856333706,4.280272915121327,4.269279204908694,4.280473830533628,4.2706759778024015,4.268378180561998,4.251932124237844,4.264852964339537,4.24224658329058,4.259320756305798,4.26885414282541,4.267424216237723,4.253563818255411,4.294144163555554,4.2816341049416256,4.275015297395767,4.266665282477056,4.271126560563007,4.271059093783505,4.281776084299497,4.284290056008979,4.299492315401622,4.2935314614306614,4.278700507128188,4.288872872082931,4.256870649996163,4.266979285333761,4.237349927745612,4.253086699180543,4.223510345477057,4.23842127602884,4.211473265098164,4.238111872809808,4.223512283603162,4.239414978763337,4.241079996581154,4.254395364380631,4.224147980372912
5,3.3746241025011097,3.373822327253355,3.3764383591352924,3.37363990548565,3.377314163477537,3.3765626034381615,3.3641547151234787,3.3648832204738923,3.3744271223308333,3.368859898012971,3.3705730274413996,3.370247172872322,3.374178171295811,3.362195629700218,3.3674949836024393,3.3556317879500632,3.3744685349468253,3.3561744082868303,3.354731261000272,3.37296017317157,3.3641740027981775,3.365464619661693,3.377674087016059,3.3743110583734524,3.373275507826526,3.366573804510619,3.3621535019089395,3.3628173374134827,3.365664734176799,3.37062527319301,3.3719650253571105,3.367196087551397,3.36727867984612,3.3659285160333177,3.368065766163843,3.3666199978998135,3.3689645140547566,3.3619854142395864,3.3720458692480353,3.374781870976446,3.368787968720959,3.3661566309929656,3.3720458692480353,3.3775283579970226,3.371568652260329,3.3749049055209444,3.3746241025011097
6,3.404239064433435,3.3960657868840713,3.4398139780754633,3.4338205044171035,3.394607105515099,3.365950557488465,3.4052498956190167,3.365950557488465,3.3699342805351655,3.3717097918400687,3.432562058561376,3.3648249704391526,3.4908705359296497,3.3662154094701977,3.4535628092387243,3.460870057435499,3.4281788472922683,3.459368416172737,3.490847612990013,3.3833262159687614,3.3548591969297243,3.391148706805148,3.383157534784357,3.3477286505847017,3.391065272588877,3.3785582077465515,3.350791271818136,3.4085411605294498,3.326555982281558,3.3907915454355266,3.442849563517944,3.401661386248521,3.427256368435537,3.436798497480778,3.5284618882735956,3.5172885381204115,3.4384132327611727,3.4362550631073785,3.4026394802866315,3.4715495892883146,3.4056205755134337,3.435988484265522,3.4085876355660303,3.396381926434638,3.432347801454193,3.467485963021713,3.4347478686316952
7,3.5132746906418006,3.516386814807218,3.517460762990685,3.5143069004291108,3.518129840383029,3.464243195765982,3.522309818210697,3.5193868859546544,3.49813045505839,3.5315459822591935,3.533201279681028,3.5240261447784365,3.512243057109554,3.5145387491664275,3.521229239804551,3.5337249683591394,3.535899366231931,3.5389447217221077,3.530657409588476,3.4982430491078675,3.4982739154302385,3.538263882997745,3.499050153893003,3.52826746462393,3.5237729552885395,3.5015847797383057,3.533117834194027,3.5250132808387216,3.5261399957858526,3.530876066869655,3.5278088162992938,3.527301853914371,3.5241821428765028,3.529948155741358,3.4960912095280237,3.500068030776928,3.529638543148848,3.5267186663945687,3.528934246314207,3.52834464071604,3.5173587538404,3.524065666798701,3.526401645198767,3.525964232601168,3.5361779268506166,3.538943642740414,3.5343676554696835
8,4.533189180293767,4.50017129513374,4.513699067360237,4.518135490227499,4.555589255358164,4.523977262795518,4.54440475577371,4.562048353741419,4.605237139197216,4.542185575573094,4.560648317569122,4.5603414081879095,4.58053808975114,4.600939407034189,4.578155550629857,4.599934285950181,4.580436080417704,4.594914551239911,4.55179055953779,4.560893749312542,4.526622545706476,4.543277607671713,4.46713370540145,4.484542484760706,4.451158725391427,4.530357744818243,4.539541452713421,4.580589439720561,4.573043294370132,4.573740864898435,4.5346474305958155,4.5518617750346175,4.5294164763299305,4.5491852719753885,4.55045428015936,4.60938298363727,4.582614386390107,4.627340975556426,4.644948993913336,4.674658547022595,4.6849274008048205,4.65209120623311,4.59594460923385,4.536530777751673,4.502833953840743,4.536257745223129,4.500119521293783
9,3.6457973813826,3.630642775188135,3.6747527873180577,3.635062943806846,3.681051719621954,3.7923761741760877,3.7239101266305394,3.7497323407362138,3.8447489412144398,3.7398402861798554,3.8455536359062528,3.812730926072896,3.7972068465725615,3.8016674610955223,3.7104027224982414,3.633727532657605,3.636333209022464,3.6740246445588767,3.7094115207767815,3.6976171389357737,3.7449373015827385,3.774060436743071,3.8085208833286077,3.8571303012805664,3.8123894936171503,3.7831396376904425,3.8373939569110145,3.840223169398907,3.8208305249246717,3.8594734773342703,3.8609457812653165,3.8808354225530266,3.821383090180138,3.9077548616686997,3.8579204128494493,3.887099529088809,3.8721195628071046,3.8165771417450443,3.779750534466768,3.8257236282826588,3.833754774758749,3.8301360920958527,3.755900711140463,3.752491551880057,3.764352257393258,3.789056276608691,3.761757809385892
10,2.8073339922273646,2.8077576480577715,2.7939585895878656,2.7291463410084775,2.8596864524274155,2.79826179514614,2.794740512548217,2.843106011912571,2.96616308129284,2.903484384216459,2.951625662507115,2.989088685112161,3.05585910679362,3.059300639943964,3.013449784816481,3.050944571215633,3.0047112248063326,3.05501628443165,2.950326923426001,3.001690682506949,2.9062213814614024,2.955784499861924,2.9081590600350267,2.9093364002406306,2.845784377229773,2.9771315906750377,2.9700993519841195,2.977721299217289,2.922490800170224,2.9271695752411953,2.8991525643567484,2.909559382286019,2.8563925147847864,2.9737602064375412,2.855611968456909,2.91795653794489,2.852730759073944,2.8098192791762826,2.801084178049217,2.850058137560347,2.8039333889728058,2.855048529432478,2.804033961980975,2.7415012005951622,2.683755664623082,2.7436942673480114,2.678384634424951
11,2.1742021615076808,2.1842753751546216,2.1842753751546216,2.1845172879906474,2.055234017573822,2.0589403778967306,2.055234017573822,2.168830006017893,2.061435869796039,2.167565147216725,2.16599381287179,2.181235586854775,2.358067411056558,2.181235586854775,2.24856417156641,2.2836824240883895,2.173184748543535,2.2797680149247457,2.2779899139928315,2.1597955335134875,2.1829793748074744,2.376764540371479,2.2889271107202287,2.168783391196578,2.280551054655848,2.2522335071769852,2.1769572500627317,2.343386662819942,2.180128816366016,2.2522335071769852,2.550170911488476,2.3713678008077013,2.1707985172509536,2.2733966347181873,2.283189965193701,2.2797680149247457,2.0584660327465727,2.0589403778967306,2.04889924784604,2.2591221122807674,2.181235586854775,2.256020928346057,2.04889924784604,2.1500718657404914,2.281756941059935,2.3769371658962064,2.287051990924845
12,3.8417825439548876,3.8369882158598387,3.8230933125905775,3.7443541708076995,3.9111172590883645,3.6476063873609736,3.6761087414513742,3.733122386625663,3.818530284005858,3.734001785453734,3.7680406116862617,3.7997247602181945,3.8983685201203864,3.927477112503241,3.838722488349148,3.92370789164043,3.8330437319948274,3.921858851429322,3.726487327362366,3.8268048160431,3.7453308154208953,3.8217600168228265,3.739270892502117,3.830404227702275,3.6904950195434507,3.8328471983560704,3.8352702413073727,3.9119627183838723,3.835270370862695,3.8417825439548876,3.7493501140686325,3.8301824165057567,3.748274024865274,3.9197812430889956,3.8201494715307547,3.9184944997121356,3.8406103019574616,3.9208108944490467,3.8780937953120143,3.9102964017480493,3.7873762146520367,3.8502241880579327,3.802634439538946,3.7664076412266736,3.7505615897330493,3.8417825439548876,3.7399397116862643
13,4.670283635203744,4.654572602384691,4.698846560020909,4.663341242213803,4.6628974270414,4.667578299724556,4.677264533049366,4.644136931652738,4.689521316999313,4.657016502582594,4.669655531611748,4.713662515408703,4.690533750461736,4.6592618243598976,4.651885541985138,4.685395176744483,4.667486228329852,4.64802885168953,4.634256600123829,4.651561047654234,4.665946757170256,4.656741616673396,4.663801823865727,4.615880996404627,4.647493230871802,4.669899586688814,4.688811605471363,4.670234016033771,4.648966661032478,4.653338463881312,4.65904043803035,4.6592572467674795,4.640743661853299,4.641198118654056,4.638036129781885,4.652856496881652,4.6396634160063055,4.677453307184507,4.65686573701074,4.676065485589867,4.691756267375389,4.652410068147847,4.669246971918889,4.678850093502632,4.66040460492662,4.686814725801757,4.677071155945328
