,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
0,2.9294781872293822,2.9297977023305024,2.9256851383185034,2.929508649570658,2.9771384508376317,2.9187933067591145,2.962501781616506,2.91355012250162,2.9608087520444624,2.9121560343453625,2.9121560343453625,2.9098244480204434,2.8512474520819073,2.90431240356974,2.908266436839982,2.9650843299481897,3.0146306429963405,3.0157607777682642,3.1123476777080916,3.1037316386217633,3.017432911393183,2.915813894482906,2.968366310351908,3.0195551077452927,3.0230231635686744,3.0209167988931345,3.0195551077452927,3.0254107875312233,3.0160680948398366,3.0205730785778417,3.016247321412309,3.0654877629175976,2.959845991350059,2.963237555344565,2.9170049034664545,2.8466135884321973,2.9622719721736384,3.0261126378063987,2.9808558284746702,2.8721045723542464,2.8755800569692784,2.9304942066723494,2.875562965049408,2.9297977023305024,2.9294781872293822,2.9297977023305024,2.9256851383185034,2.929508649570658,2.9771384508376317,2.9187933067591145,2.962501781616506,2.91355012250162,2.9608087520444624,2.9121560343453625,2.9121560343453625,2.9098244480204434,2.8512474520819073,2.90431240356974,2.908266436839982,2.9650843299481897,3.0146306429963405,3.0157607777682642,3.1123476777080916,3.1037316386217633,3.017432911393183,2.915813894482906,2.968366310351908,3.0195551077452927,3.0230231635686744,3.0209167988931345,3.0195551077452927,3.0254107875312233,3.0160680948398366,3.0205730785778417,3.016247321412309,3.0654877629175976,2.959845991350059,2.963237555344565,2.9170049034664545,2.8466135884321973,2.9622719721736384,3.0261126378063987,2.9808558284746702,2.8721045723542464,2.8755800569692784,2.9304942066723494,2.875562965049408,2.9297977023305024
1,2.6161647231533105,2.6788060374434597,2.6788060374434597,2.685532399446255,2.7444182584713026,2.685532399446255,2.7444182584713026,2.8066687067282547,2.7461595438673605,2.862745881604768,2.865276119097823,2.8659804026901883,2.7927069983299875,2.806638398527417,2.8504941149434524,2.858387645181063,2.8507320836871552,2.9193520997886866,2.971922829544649,2.9134514498874653,2.919648530793639,2.922985282009811,2.909800616919505,2.9096790730090447,2.917285322528077,2.9603951249646836,2.9606502413021256,3.0031325747962248,3.018895112324338,3.023122727552691,3.054664697002901,3.06331037344552,3.0610068345128543,3.062257807941979,3.055948685199284,3.0471207963143425,3.0485442894736225,3.047608437431142,2.9065145837683537,2.8456134946452916,2.676828369338164,2.609801892418945,2.611069254787538,2.675236779049881,2.6161647231533105,2.6788060374434597,2.6788060374434597,2.685532399446255,2.7444182584713026,2.685532399446255,2.7444182584713026,2.8066687067282547,2.7461595438673605,2.862745881604768,2.865276119097823,2.8659804026901883,2.7927069983299875,2.806638398527417,2.8504941149434524,2.858387645181063,2.8507320836871552,2.9193520997886866,2.971922829544649,2.9134514498874653,2.919648530793639,2.922985282009811,2.909800616919505,2.9096790730090447,2.917285322528077,2.9603951249646836,2.9606502413021256,3.0031325747962248,3.018895112324338,3.023122727552691,3.054664697002901,3.06331037344552,3.0610068345128543,3.062257807941979,3.055948685199284,3.0471207963143425,3.0485442894736225,3.047608437431142,2.9065145837683537,2.8456134946452916,2.676828369338164,2.609801892418945,2.611069254787538,2.675236779049881
2,3.3956095025298474,3.5268904421257146,3.6146174378370257,3.6109295517952034,3.5017404781709414,3.5065993477737827,3.450277739641791,3.3292375642608425,3.3105013622762627,3.5147909091702623,3.6174857422083133,3.6189861717540217,3.515541103787048,3.5264000878550883,3.4666350555810124,3.4564742936516932,3.334906985822772,3.585198476522335,3.6721523615336213,3.703189832163476,3.617467093666491,3.6361952571409786,3.637373334306545,3.5334312228401608,3.569519766048122,3.731091542117789,3.7560680010453384,3.7093638337661745,3.6727100781317574,3.648951023412253,3.586706749833305,3.5204211514887724,3.4001100297202154,3.5944571610858844,3.6762628245040596,3.6715733903630574,3.57285714762136,3.5779492779584583,3.5297250619332745,3.4555595036199107,3.3215823246382756,3.5328898377972138,3.621828170269175,3.615069922832187,3.505854440948994,3.508226092996082,3.4529172693238217,3.3250078930630367,3.329690995479287,3.5353124340831883,3.61742779326549,3.6249025233629535,3.566771180773235,3.5851589225332687,3.5820193477914866,3.532977041770588,3.521517521947369,3.695489899160761,3.7586017088128894,3.7639311922568917,3.730050241103185,3.709069868000273,3.6853470962684276,3.659651850906523,3.4632141187296286,3.689061337254702,3.7636369400467897,3.7633963125069196,3.6612374687115503,3.6178831046306934,3.5841627642097227,3.517951432998333,3.520722109411913,3.6938738157938174,3.754143681097949,3.7375781532468553,3.671963088162781,3.6920139984455904,3.7081629365756976,3.523941665953539,3.582452927302926,3.738449290987972,3.7629495134672637,3.762761027280836,3.7137444179231065,3.711846756557503,3.701558592988632,3.5362970622886656
3,3.8478900521290296,3.8128390679026287,3.8219808346495094,3.823954684588247,3.848093808439451,3.85461701124896,3.8467461315180667,3.88918176249441,3.8921397479447455,3.856736747728437,3.8078000962737315,3.851960227914545,3.8371336370037863,3.833424600894277,3.7928941553640962,3.7615318243382876,3.7581935701886584,3.799905755726023,3.7967852004178866,3.7992104493919916,3.831005532510715,3.8286067747707473,3.8139278738879847,3.7895692517192483,3.7914529192289965,3.7939354177370053,3.8272872774688866,3.8350197067405154,3.8352970281331182,3.8690434517291035,3.8746755084554025,3.8408564729712076,3.837288771951245,3.8366637421908423,3.823208586263127,3.8149375115126722,3.815907573564941,3.8181982377714854,3.812059885312751,3.82618131825396,3.8119287737329217,3.798940462033427,3.835422601886279,3.849162906902463,3.805202215450618,3.8175410033734645,3.8207246528148198,3.8334463293812147,3.821527201474047,3.84403887616786,3.84074527093112,3.868329798325605,3.8715125950761724,3.82835555343956,3.8429313132087484,3.841161050636399,3.836531875795788,3.8243275385932454,3.8337805249916292,3.8411396643727698,3.8388356826380634,3.8605477205474568,3.8480061273367334,3.8520519858183224,3.8515190970046973,3.8586616593556107,3.8321361719104168,3.8152143904656657,3.8156249274777476,3.8244461674886288,3.8451993555634503,3.84869481315476,3.848096946898428,3.8951436040243292,3.8963833804013577,3.8610690665699963,3.856527689898129,3.8133834809274263,3.8404551325994225,3.851593303026113,3.7947852762298013,3.7633896557878765,3.7639777638577465,3.8078184729557685,3.763749232888572,3.8207893560818014,3.8511040011443947,3.8643885910131415
4,3.2527028351668283,3.2490308773039445,3.252690337130601,3.245330099059627,3.2508237774462136,3.246942635759786,3.2467802583540095,3.2413021401200286,3.242970917261824,3.2448825183196175,3.2479463014341667,3.2371576800806463,3.248922473653555,3.2445718581130554,3.2470407662875433,3.2442602738902675,3.248318836617763,3.2458352557533425,3.2500890191301868,3.2396744435170577,3.247001522864441,3.2422019313268504,3.2479027134575684,3.233965132170422,3.2447890625038927,3.245835327606312,3.249910344648589,3.2406366701692746,3.2508066427671922,3.243154152983893,3.246589308638307,3.2411771632993065,3.247298569186591,3.2461862206131986,3.2490238805319738,3.239203073243814,3.245219078228484,3.2377384365921955,3.244209302500587,3.2348382834926315,3.2422022333720744,3.2450723248851894,3.2476571555445903,3.2424839760990363,3.254918420620624,3.2498908156638215,3.254440730793888,3.2473726886992482,3.250701244238054,3.2470260639456296,3.248219731896097,3.2425561707581125,3.243116546383772,3.2454979010339153,3.2530254670963594,3.2387919257201787,3.2515023493268216,3.251811513065797,3.249236267518049,3.2493161735132317,3.260071541205089,3.2577693421961214,3.260623456488659,3.2538556742617812,3.259984579082533,3.2593043176922665,3.265624285220209,3.260907069879309,3.2626668518084996,3.291958849293095,3.3074768383960045,3.2976566767425743,3.306230787042943,3.2945892428555337,3.2960777563868353,3.2594250386474863,3.260597194782996,3.2541438887921137,3.2576651834901242,3.248031678978527,3.2543020770001156,3.248347633780009,3.260076506950048,3.2547841447826498,3.2608371086486603,3.2590991499342246,3.2556871266408245,3.249522290336165
5,2.8747033252916543,2.9752262849272544,2.87139571831189,3.0583387941775615,3.1467075401748135,3.1367967742382357,3.039565132731339,3.0438780831376553,2.9515206135531917,2.9437750782793835,2.9513363836135684,3.0649251894210554,3.1453726158162625,3.143649240058748,3.1253077789848804,3.1965391969968655,3.2134650705174925,3.202097685296965,3.125466457214568,3.3424926289256156,3.416614372285015,3.3002906607143334,3.2134123183106484,3.1386488463223854,3.0586816865587103,3.13333309824898,3.145827566368773,3.2194330822530715,3.220580172448369,3.2270614452856097,3.2217329235209764,3.210772166620793,3.155446421736997,3.142127589283056,3.1449585677348164,3.2229286035407103,3.2173673297540493,3.219549538384943,3.2033252601091644,3.194880397291471,3.1449022711324734,3.149659619216699,3.0591889350828634,3.2265916663547825,3.2193081364518576,3.229683841610182,3.2164292299373445,3.2205355234769937,3.1461961871768667,3.2283390794208566,3.152377612407083,3.2362539612365167,3.2348700428163477,3.289379595526713,3.225682900779626,3.1471215981794316,2.9764785886674536,2.974004971827762,2.750017287560553,3.070572088839851,3.1455935143714413,3.1355822313289927,3.0734215708222092,3.0724452839149334,2.962121947006696,2.9718517476324884,2.944648636073203,3.0736444730926022,3.1482524541394517,3.13198981254883,3.035245941609304,3.049994065723368,2.971246160895883,2.971573949186176,2.98089136066465,3.0613654966791475,3.1438824397755303,3.1394421907304193,3.0385520692400654,3.051929972172707,2.870599893694307,2.9446522556118535,2.8517203039818,3.067004094846638,3.1497286644671787,3.119153089423993,3.04577203382445,3.0535141215901485
6,3.285196031597494,3.3003955283042794,3.503231909511272,3.4439169500551574,3.3580859485893817,3.3346249775707117,3.5607752941498445,3.5138319177981887,3.290210225925123,3.3802341248764187,3.6290518125355415,3.5332089716319244,3.497843925230193,3.539285962869276,3.7381614712586018,3.6571751962000096,3.5446142796836035,3.594233663560469,3.736326628949822,3.6601612500462686,3.631287127579827,3.5812748508616585,3.757008025605078,3.7137898235871734,3.6410220978397123,3.604619591544048,3.7639388570557117,3.713926528946534,3.655718055372676,3.5999695872955058,3.653912046405788,3.5136512339462023,3.444302543212811,3.4393829273600893,3.6137682549782393,3.563396015114681,3.4421319109314905,3.440003753692398,3.604487124882781,3.5069581592180623,3.380336906003028,3.3843868967494912,3.592939623953,3.382709219333287,3.285196031597494,3.3003955283042794,3.503231909511272,3.4439169500551574,3.3580859485893817,3.3346249775707117,3.5607752941498445,3.5138319177981887,3.290210225925123,3.3802341248764187,3.6290518125355415,3.5332089716319244,3.497843925230193,3.539285962869276,3.7381614712586018,3.6571751962000096,3.5446142796836035,3.594233663560469,3.736326628949822,3.6601612500462686,3.631287127579827,3.5812748508616585,3.757008025605078,3.7137898235871734,3.6410220978397123,3.604619591544048,3.7639388570557117,3.713926528946534,3.655718055372676,3.5999695872955058,3.653912046405788,3.5136512339462023,3.444302543212811,3.4393829273600893,3.6137682549782393,3.563396015114681,3.4421319109314905,3.440003753692398,3.604487124882781,3.5069581592180623,3.380336906003028,3.3843868967494912,3.592939623953,3.382709219333287
7,3.423970127814436,3.4160971212770828,3.446677887437771,3.414672338707473,3.433951511527443,3.4498140790631897,3.461000106351472,3.4538154710130375,3.4292270957044355,3.446107296234295,3.457163107066216,3.4187668670021525,3.437563179986035,3.445414750115656,3.460598537177483,3.423089034535507,3.4279460249879996,3.41861576008308,3.4583300695490364,3.4211464120146484,3.4314010163539175,3.453850244968191,3.4597359575175477,3.4510377867332425,3.432244205672125,3.446313031125268,3.4623318974592907,3.4233518350228556,3.4365249469893646,3.457532666895672,3.4598620855131617,3.452082715626215,3.423785866629615,3.4565894751403925,3.457096739406609,3.445221841416285,3.4554100006050072,3.4760900314100396,3.5121194663369026,3.4954725184256668,3.432593400446465,3.4493244680003032,3.461252974490839,3.4134975030352117,3.423970127814436,3.4160971212770828,3.446677887437771,3.414672338707473,3.433951511527443,3.4498140790631897,3.461000106351472,3.4538154710130375,3.4292270957044355,3.446107296234295,3.457163107066216,3.4187668670021525,3.437563179986035,3.445414750115656,3.460598537177483,3.423089034535507,3.4279460249879996,3.41861576008308,3.4583300695490364,3.4211464120146484,3.4314010163539175,3.453850244968191,3.4597359575175477,3.4510377867332425,3.432244205672125,3.446313031125268,3.4623318974592907,3.4233518350228556,3.4365249469893646,3.457532666895672,3.4598620855131617,3.452082715626215,3.423785866629615,3.4565894751403925,3.457096739406609,3.445221841416285,3.4554100006050072,3.4760900314100396,3.5121194663369026,3.4954725184256668,3.432593400446465,3.4493244680003032,3.461252974490839,3.4134975030352117
8,3.3697489939686784,3.367524010908064,3.3663135097835717,3.364690897819287,3.3709807414937036,3.367196119181688,3.363921684249621,3.3586353255817984,3.3646048478290034,3.3690863985757526,3.364094843933629,3.364817000943556,3.369779082481999,3.366898269681255,3.3638437265118797,3.363330182658786,3.367416123472615,3.3641292660571334,3.3617426036325866,3.3571781500563214,3.367306262565794,3.3649913095240667,3.362311922346348,3.3662259187635106,3.3671466127299783,3.3682168901610954,3.3624596222513583,3.36077059588714,3.3645675772703254,3.364833723902284,3.364432499210403,3.3594143700427774,3.365579111417033,3.3644272768571133,3.3632322593708297,3.362653214783516,3.3682320482395265,3.362257780449391,3.3600864738564926,3.3620989717348584,3.3622086543128247,3.364805348246934,3.357464687517447,3.366434371702225,3.3697489939686784,3.367524010908064,3.3663135097835717,3.364690897819287,3.3709807414937036,3.367196119181688,3.363921684249621,3.3586353255817984,3.3646048478290034,3.3690863985757526,3.364094843933629,3.364817000943556,3.369779082481999,3.366898269681255,3.3641113770022213,3.363330182658786,3.367416123472615,3.364323479100227,3.3617426036325866,3.3571161652637,3.367306262565794,3.3649913095240667,3.362311922346348,3.3662259187635106,3.3671466127299783,3.3682168901610954,3.3624596222513583,3.36077059588714,3.3645675772703254,3.364833723902284,3.364432499210403,3.3594143700427774,3.365579111417033,3.3642837548776705,3.3632322593708297,3.3624774601136815,3.367787525090686,3.3621505194671313,3.3600864738564926,3.3620989717348584,3.3622086543128247,3.364805348246934,3.357464687517447,3.366434371702225
9,2.6018904617782574,2.672881332619205,2.6762022263963514,2.6819885556263108,2.612404743396527,2.6719193535768166,2.7426657877369687,2.733134773328339,2.674327826507208,2.7686013297583285,2.7978272182232464,2.847058989615584,2.814571712943835,2.904327489777345,2.871378553059283,2.968199240321573,2.918434264931276,2.9005113756408902,3.0144837375401736,3.0127941569186767,2.9635325159480637,2.950810948931623,2.9539654246518547,3.0974537456144295,3.054406464547048,3.0589040981419564,3.0482204885075945,3.1856573844704013,3.0489843144170243,3.2168504928207,3.18099060057387,3.1429242163897717,3.155896457875583,3.14871223716233,3.1937028651239396,3.181120649589148,3.1895189351158235,3.229791790231735,3.2106183120070537,3.185878798814046,3.15648978344218,3.1409625759689908,3.106690592766146,3.0629411084819558,3.0127941569186767,3.106103700300798,3.149024265801309,3.068539036702949,3.1057026645739847,3.187839072692716,2.970866968936532,3.1468415985911484,3.1468338412850922,3.277178947965517,3.19125715113283,3.134840285272066,3.111309193806628,3.1431134321941245,3.0698884747430903,3.0164139512323556,2.918434264931276,2.9005113756408902,3.0144837375401736,3.0127941569186767,2.9635325159480637,2.950810948931623,2.9539654246518547,3.0974537456144295,3.054406464547048,3.0557897299748893,3.0943846503909747,3.057191886407613,3.045653943172097,3.128947572153941,2.898335565562253,2.666017168493216,2.685303636212676,2.7297683723684694,2.7499547628735224,2.7222612680654077,2.6776983069940328,2.7307698176953696,2.732158703991568,2.74454657753197,2.679786569955812,2.737699395796528,2.740054644415271,2.6798677882891644
