,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,3.991060416459397,3.9934199355419575,3.9936685357187267,3.9892423780596213,3.994405285744868,3.992128011321195,3.9877322142240867,4.002691050533868,3.9994288891983767,4.021321777180096,4.010236805554332,3.996941682182017,3.991348005473873,3.997683360730134,3.9929641122469386,3.9901915406383255,4.004598514395727,4.021724265090474,4.011108349974227,4.0094735468827505,4.011362311916688,3.9909362904366654,3.9950060718803826,3.989446046648263,3.9870746803336976,4.00136685526782,4.001202615287454,3.991060416459397,3.9934199355419575,3.9936685357187267,3.9892423780596213,3.994405285744868,3.992128011321195,3.9877322142240867,4.002691050533868,3.9994288891983767,4.021321777180096,4.010236805554332,3.996941682182017,3.991348005473873,3.997683360730134,3.9929641122469386,3.9901915406383255,4.004598514395727,4.021724265090474,4.011108349974227,4.0094735468827505,4.011362311916688,3.9909362904366654,3.9950060718803826,3.989446046648263,3.9870746803336976,4.00136685526782,4.001202615287454
1,3.865752182790346,3.8215884645949654,3.8275584258288298,3.8256229933902333,3.857950827773559,3.8694403668070922,3.8685704743843576,3.8949910065991022,3.9019254741203415,3.8741373254489666,3.882806415307356,3.9397430205773727,3.907626813214663,3.8966731492594975,3.8747233299305304,3.9034617334527013,3.96885451176733,4.00371578407014,3.969783814701037,3.959848029858038,3.986621772244622,3.995677598695751,4.025770358218059,3.980859669205193,4.008241739003197,3.9753769762301263,4.009243392705365,3.947734945145925,3.949605002055266,3.956181360815528,3.953479935314352,3.9507568203560837,3.974300591162438,3.961876482274179,3.9955560237673247,4.024660677577428,3.9857796728824852,3.9890238842300727,3.997796319745436,3.986001410764441,3.9918074164395394,3.996034888168477,3.970480025115858,3.956188150615797,3.903918976135756,3.8986617539103983,3.9075077368696762,3.936656753783253,3.9059708005111204,3.8914283638147253,3.84117188184012,3.8360960463237546,3.8765122214819074,3.901175700233609
2,3.6380359637129525,3.6326111817018063,3.6831263583121476,3.689829955864729,3.6889988665590363,3.638193969351124,3.6962223006968475,3.695338363742847,3.827983391514464,3.830822773026429,3.811215164430189,3.7968229325627028,3.910404718400306,3.7910262753229684,3.831734237176949,3.8434132006126314,3.856158915328827,3.8455408859573357,3.9074917732798493,3.8388299648955706,3.872272531937819,3.9075522822565105,3.8934229555886386,3.814911943030015,3.8785214341776157,3.818296861690481,3.8787519450019436,3.946008556379071,3.917070826598981,3.870148416516337,3.9879571005502905,3.923303105442339,3.949086085733853,3.955640495883288,3.9593964855173516,3.9265472663931424,3.9862177612495078,3.917126216774154,3.8608987009736566,3.822564371100646,3.7075935330922705,3.539363300543857,3.6409432219919773,3.646381355596434,3.7254438427765546,3.728238288947394,3.7555096265762473,3.585563925898696,3.7135348492876155,3.5338541588121553,3.636535490654632,3.6757714385684164,3.7286556473460406,3.6258214043380472
3,3.5358918511926047,3.536512663681844,3.536938707621999,3.5364189774479273,3.5365867368340487,3.5371169907111666,3.5880125174462076,3.587389141448637,3.5428713401513425,3.585803373873029,3.594349610378926,3.5562043165980866,3.5885396597008867,3.4825586230508616,3.4909444065866455,3.4885947292673984,3.5162099372643,3.47984868952692,3.5296899475359402,3.530172795738536,3.533057350090372,3.5381851022718958,3.5896842206820123,3.539001775134583,3.648106776350164,3.631640482050159,3.6330666830166853,3.648261206747221,3.5732223740563143,3.588136455902794,3.5719414866683477,3.591430741106161,3.5883531607642603,3.5995885594688404,3.649711526923471,3.6076170195416752,3.6575525771549007,3.601112705400168,3.605393904692094,3.6573100999914514,3.663010632848449,3.658400655531287,3.6071273490960665,3.6509501232407846,3.6104006171463263,3.6522655229010406,3.651723977177323,3.6617505188192974,3.6592326373531225,3.6662487764579748,3.661068142743498,3.6713667686009943,3.617006712382101,3.599944925076414
4,3.0909412762171273,3.046447718060911,3.0869972392430407,3.046078382152894,3.076298836531854,3.042174010471671,3.1167517512862055,3.0880497220164544,3.159386133107074,3.1328653186765085,3.1954260244199273,3.165873222077443,3.246045910801083,3.211955000350822,3.2468056775925573,3.2335902455210657,3.205951676181183,3.161784682223696,3.202664338362381,3.1575175033908347,3.1936035354797814,3.1610300664797597,3.152617003657407,3.1214471700170465,3.1622866433690957,3.0883894611302036,3.1272075279442078,3.0895420394319584,3.125995533164194,3.1279879019250325,3.1746460022315395,3.134380795127583,3.172684865414454,3.1294145304945435,3.120146671204474,3.092276440634564,3.1315979797693427,3.094134232551469,3.127147711285776,3.0902647030413997,3.1216938303353237,3.087362330193129,3.161809041167534,3.128355675785408,3.161311348026206,3.1293269214815655,3.1173465026243297,3.0874446045743364,3.1586734253809348,3.1243327089781805,3.1531233713031357,3.04408755380692,3.083342147162899,3.047282531933613
5,2.169856103540168,2.1810391537450005,2.1710073866281627,2.16933344779152,2.1620879032008835,2.176425600010098,2.1686599154920807,2.1647234594819627,2.1613771082263273,2.0515936313613024,2.1700657048756917,2.1639443381041543,2.1673552232779874,2.161139949700481,2.1660685005776896,2.165052645806709,2.1650098789198164,2.148757498391677,2.1540566742725917,2.1651812005463356,2.1807671337030556,2.1510688941390685,2.185542927616408,2.186306084675119,2.166384070224313,2.0559609789266164,2.158267904388451,2.1699096233018267,2.18086740722106,2.1822846641381335,2.1750281615059373,2.1639901533129007,2.1731003995531406,2.1721599775066713,2.1675238057312267,2.1696549390225637,2.0507002088132418,2.167586012140849,2.164240852142863,2.1743714746726774,2.1681199408207026,2.146212225880199,2.1533179283053676,2.152615572497142,2.170184414473035,2.1555054218156338,2.170608716026538,2.1714123049493907,2.151902556240017,2.1785736420615067,2.1873708291560794,2.161029234962224,2.0664556060425254,2.1743514071336034
6,3.1881668432489856,3.187177401802683,3.1847594645825903,3.1907517997514585,3.2662285329166796,3.2662285329166796,3.265574387013067,3.193007891079543,3.1825044551989796,3.1427821642328,3.1991629090953055,3.186756535962222,3.1857616023208504,3.1808570022589158,3.1725934144140786,3.172054720323061,3.164046137589388,3.175549058087058,3.158396944368335,3.166160137596008,3.1563093785645338,3.1776714913324553,3.160517178539536,3.165297166661087,3.1677956809769414,3.181609427330634,3.176006258651889,3.178860764719381,3.119583605759983,3.1811170942122944,3.1830997914485177,3.186388729884177,3.1842373051818895,3.16982988242302,3.1845832848774136,3.185292276606437,3.194903703719399,3.178828495656093,3.2738404054657493,3.2559283307369724,3.174619978706386,3.18590505431636,3.1911429697810134,3.1881285667283565,3.1933561312553707,3.186448238153216,3.1781414604607994,3.18092361075849,3.1844972906310347,3.1956959108715486,3.1948916652890444,3.201000185423527,3.164092597226725,3.1875158468657423
7,3.0267560414915944,3.335361776980478,3.3305077216356542,3.207008744323308,3.408979732030385,3.3189631681725835,3.3753748325388058,3.439521844708479,3.4387453876629213,3.3978301145082965,3.4464960279970733,3.4466836583849108,3.445705552276657,3.453101691201488,3.451141721318223,3.3915252100998767,3.4436155830993354,3.3805224724203966,3.382365734438312,3.4363608019230267,3.365490701405161,3.373835497628948,3.375315837476588,3.312402561948504,3.2992570596935766,3.435315237918818,3.3707710047056514,3.45726722264545,3.4565807425098907,3.438982210492616,3.3768261249881077,3.443171056803898,3.4483637709894177,3.4549586329580526,3.4539698968201153,3.4212474721640165,3.4167258715829716,3.420963140913946,3.4481625369852065,3.385632282691672,3.3752571643170826,3.2821907260462817,3.340372522285054,3.462394544220948,3.437455379015759,3.4398564177271003,3.42604013266791,3.112967664150765,3.3621230424831716,3.4323177064974866,3.3128503984244437,3.241221967103705,3.42702495875333,3.123944651882005
8,3.887960759026208,3.904917230884544,3.8821782866236765,3.9431477648629674,3.9438236918705907,3.951983214751326,3.9932135149562975,4.0095553898903,4.038385381936802,4.019414154816659,4.059234483487166,4.072379293588871,4.0811598905677355,4.0814652548640185,4.065685805215852,4.099383382945944,4.06482203766803,4.07091169382696,4.069296247249558,4.033523641514896,4.016031076132345,4.0110247921982545,4.053566756536782,4.013954638973037,4.005234596487954,3.957934452948481,3.9191942213439503,3.887960759026208,3.904917230884544,3.8821782866236765,3.9431477648629674,3.9438236918705907,3.951983214751326,3.9932135149562975,4.0095553898903,4.038385381936802,4.019414154816659,4.059234483487166,4.072379293588871,4.0811598905677355,4.0814652548640185,4.065685805215852,4.099383382945944,4.06482203766803,4.07091169382696,4.069296247249558,4.033523641514896,4.016031076132345,4.0110247921982545,4.053566756536782,4.013954638973037,4.005234596487954,3.957934452948481,3.9191942213439503
9,2.863609420103563,2.8656202180136123,2.862742568598436,2.863701290556718,2.853493526911793,2.857275545959891,2.8597837297422206,2.9442122682241676,3.0417428816501975,2.944016760710041,2.9713713708014895,2.973979605413473,3.046273666417834,3.0527552915317466,3.051179926036288,3.0546928199952545,3.133015399770075,3.138893501753026,3.1867502050785737,3.187893882277025,3.1097630402720795,3.1074279638981794,3.102314675194058,3.0991298012465283,3.1034461160561206,3.0590392768361827,3.1011991075972976,3.069096503487947,3.060801986124076,3.069311218218978,3.0715405351512213,3.066399838659661,3.1115378053120817,3.1086378780027775,3.111489587193629,3.113695905870316,3.0985563942873267,3.096813523322923,3.102315558842599,3.099240050122462,3.1023986325295514,3.110526795561975,3.1065656445443546,3.1048688891671015,3.097992781265566,3.1030069438785266,3.1128330247324065,3.1056970383664972,3.1204470242505247,3.1159170711508106,3.068389470192953,3.067296900191442,2.967492078558549,2.861696742773702
