,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
0,3.9505347072914523,3.9159458689560553,3.9614624295261622,3.9429598428069146,3.952717336164192,3.9144472951326104,3.9444077029810094,3.9046154164181495,3.9074254643504043,3.919393550557078,3.918085250469661,3.913220526997225,3.950958579376299,3.9541427040262977,3.959429219435975,3.9476666758650287,3.955575191670074,3.9440225787897476,3.9005735069152734,3.947858838630655,3.952757778568173,3.950958579376299,3.953634506691035,3.953778992518947,3.9420915388638194,3.933047035137201,3.938910396151723,3.8632451449305902,3.93432059873997,3.8971637718751015,3.923121012324772,3.8950753269253218,3.89562545171521,3.9268860932647565,3.9000648898572843,3.93727248929147,3.9440159467152736,3.9345151842896033,3.9440159467152736,3.9436639207501556,3.942279877958648,3.938470139652402,3.94469940371627,3.947042756996413,3.9351582176460704,3.9289937415220875,3.9233274820162647,3.884703213122906,3.873717331613915,3.8794955757320713,3.8825350211332816,3.865941649334257,3.8553147732013953,3.840137735133269,3.8526801184301283,3.8361057776068677,3.809418908820538,3.819436918004866,3.8156343469812843,3.8209122550635737,3.8715980862147212,3.881236761706289,3.889781866769875,3.8813698750885455,3.9050021344176775,3.944401354102693,3.942813384039175,3.9422708496199563,3.942539514783115,3.9432161728438224,3.9463502251729556,3.9403497058771846,3.9280188926715045,3.9476829157711606,3.946650699782608,3.9480974901021297,3.988158401316784,3.9931668822827584,3.989313145270952,3.998358349164755,3.9849957474637607,3.9755394126754715,3.959052051644404,3.9490241915060693,3.96035602103006,3.9631088678630597,3.949146974840704,3.9483676364765783,3.9852664658995556,3.9951788993929727,3.9543827529670286,3.9586053704280344,3.950699685530785,3.919938363483709,3.943305576398357,3.913541871220132,3.957787999611191
